File name	Work ID	Wikipedia link	Full Sanskrit title	Paired Sanskrit English Delivered	Aligned lines	Alignment quality	Source/copyright Sanskrit	source/copyright English	Editor 	Author(s)	Translator (if available)	not before	not after	length (tokens)	Note	Translation available	PDF on Google Drive	Translation details (if no PDF available)	assigned	completed
SA_GSP33_bhgsbh	GSP33bhgsbh		Bhagavadgītābhāṣya							Śaṃkara		800	1099.0	44,918.00		yes				
SA_GSP33_brahms2u	GSP33brahms2u		Brahmasūtra							Bādarāyaṇa				1,812.00						
SA_GSP33_brahmsuu	GSP33brahmsuu		Brahmasūtra							Bādarāyaṇa				1,757.00						
SA_GSP33_brasi	GSP33brasi		Brahmasiddhi							Maṇḍana Miśra [Maṇḍanamiśra]										
SA_GSP33_brasunimu	GSP33brasunimu		Brahmasūtra (nimbarka)							Nimbārka; Śrīnivāsa					wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/brahma-sutras-nimbarka		
SA_GSP33_brasurau	GSP33brasurau		Brahmasūtra (Ramanuja)							Ramanuja					wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/brahma-sutras-ramanuja	KK	yes
SA_GSP33_brsgor1u	GSP33brsgor1u		Brahmasūtra: Adhyāya 1							Bādarāyaṇa				28,261.00						
SA_GSP33_brsgor2u	GSP33brsgor2u		Brahmasūtra: Adhyāya 2							Bādarāyaṇa				19,702.00						
SA_GSP33_brsgor3u	GSP33brsgor3u		Brahmasūtra: Adhyāya 3							Bādarāyaṇa				15,189.00						
SA_GSP33_brsgor4u	GSP33brsgor4u		Brahmasūtra: Adhyāya 4							Bādarāyaṇa				4,555.00						
SA_GSP33_brssbh1u	GSP33brssbh1u		Brahmasūtra: Adhyāya 1							Bādarāyaṇa				26,960.00						
SA_GSP33_brssbh2u	GSP33brssbh2u		Brahmasūtra: Adhyāya 2							Bādarāyaṇa				20,765.00						
SA_GSP33_brssbh3u	GSP33brssbh3u		Brahmasūtra: Adhyāya 3							Bādarāyaṇa				19,370.00						
SA_GSP33_brssbh4u	GSP33brssbh4u		Brahmasūtra: Adhyāya 4							Bādarāyaṇa				11,161.00						
SA_GSP33_brssgo1u	GSP33brssgo1u		Brahmasūtra: Adhyāya 1							Bādarāyaṇa				54,797.00						
SA_GSP33_brssgo2u	GSP33brssgo2u		Brahmasūtra: Adhyāya 2							Bādarāyaṇa				38,727.00						
SA_GSP33_brssgo3u	GSP33brssgo3u		Brahmasūtra: Adhyāya 3							Bādarāyaṇa				33,964.00						
SA_GSP33_brssgo4u	GSP33brssgo4u		Brahmasūtra: Adhyāya 4							Bādarāyaṇa				15,446.00						
SA_GSP33_brsvbh1u	GSP33brsvbh1u		Brahmasūtra: Adhyāya 1							Bādarāyaṇa				36,132.00						
SA_GSP33_brsvbh2u	GSP33brsvbh2u		Brahmasūtra: Adhyāya 2							Bādarāyaṇa				18,270.00						
SA_GSP33_brsvbh3u	GSP33brsvbh3u		Brahmasūtra: Adhyāya 3							Bādarāyaṇa				17,515.00						
SA_GSP33_brsvbh4u	GSP33brsvbh4u		Brahmasūtra: Adhyāya 4							Bādarāyaṇa				6,269.00						
SA_GSP33_gaukar	GSP33gaukarpu		Āgamaśāstra [Gauḍapādakārikā, Gauḍapādīyakārikā]	yes	223	Claude very high	archive.org / GRETIL	archive.org		Gauḍapāda		500	699.0	2,770.00		yes		https://web.archive.org/web/20100413065021/http://www.spiritual-teachers.com/mandukya.htm		
SA_GSP33_m_mbhtnu	GSP33m_mbhtnu		Mahābhāratatātparyanirṇaya							Madhva Ānandatīrtha				62,524.00						
SA_GSP33_madhanuu	GSP33madhanuu		Anuvyākhyāna							Madhva Ānandatīrtha				17,316.00						
SA_GSP33_madhsiddhb_u	GSP33madhsiddhb_u		Siddhāntabindu							Madhusūdanasarasvatī				5,804.00						
SA_GSP33_mbrahsiu	GSP33mbrahsiu		Brahmasiddhi							Maṇḍana Miśra [Maṇḍanamiśra]				21,682.00						
SA_GSP33_mndvivpu	GSP33mndvivpu		Vibhramaviveka							Maṇḍana Miśra [Maṇḍanamiśra]				1,615.00						
SA_GSP33_nabodhsu	GSP33nabodhsu		Bodhasāra							Narahari		1725	1800.0	13,600.00						
SA_GSP33_nysu__1u	GSP33nysu__1u		Nyāyasudhā: Adhyāya 1							Jayatīrtha		1330	1388.0	53,002.00						
SA_GSP33_nysu__2u	GSP33nysu__2u		Nyāyasudhā: Adhyāya 2							Jayatīrtha		1330	1388.0	66,766.00						
SA_GSP33_nysu__3u	GSP33nysu__3u		Nyāyasudhā: Adhyāya 3							Jayatīrtha		1330	1388.0	50,078.00						
SA_GSP33_nysu__4u	GSP33nysu__4u		Nyāyasudhā: Adhyāya 4, Pāda 1							Jayatīrtha		1330	1388.0	14,915.00						
SA_GSP33_pada	GSP33pada		paṃcadaśī							Mādhava		1350	1400.0			yes		https://sanskrit.nic.in/DigitalBook/P/Panchadashi.pdf https://www.swamij.com/pdf/Panchadashi9580164.pdf		
SA_GSP33_ramgbhpu	GSP33ramgbhpu		Bhagavadgītābhāṣya							Rāmānuja				37,867.00						
SA_GSP33_rams11pu	GSP33rams11pu		Śrībhāṣya: 1,1.3							Rāmānuja		1017	1137.0	965.00	needs scraping	yes		https://sacred-texts.com/hin/sbe48/		
SA_GSP33_ramvaspu	GSP33ramvaspu		Vedārthasaṃgraha							Rāmānuja				11,447.00						
SA_GSP33_samkaubh_u	GSP33samkaubh_u		Kaṭhopaniṣadbhāṣya							Śaṃkara		800	1099.0	9,932.00						
SA_GSP33_samkupad_u	GSP33samkupad_u		Upadeśasāhasrī							Śaṃkara		800	1099.0	11,921.00						
SA_GSP33_vesa	GSP33vesa		Vedāntasāra													yes	yes			
SA_GSP33_vidhivi	GSP33vidhivi		Vidhiviveka							Maṇḍana Miśra [Maṇḍanamiśra]										
SA_GSP33_vivcud_u	GSP33vivcud_u		Vivekacūḍāmaṇi							Śaṃkara		800	1099.0	6,133.00						
SA_GSP33_yaatsi_u	GSP33yaatsi_u		Siddhitraya: Part 1: Ātmasiddhi							Yāmuna				24,111.00						
SA_GSP33_yaissi_u	GSP33yaissi_u		Siddhitraya: Part 2: Īśvarasiddhi							Yāmuna				4,131.00						
SA_GSP33_yamgaspu	GSP33yamgaspu		Gītārthasaṅgraha							Yāmuna				249.00						
SA_GSP33_yamis_pu	GSP33yamis_pu		Īśvarasiddhi							Yāmuna				1,244.00						
SA_GSP33_yamss_pu	GSP33yamss_pu		Saṃvitsiddhi							Yāmuna				2,330.00						
SA_GSP33_yamsvspu	GSP33yamsvspu		Saṃvitsiddhi							Yāmunācārya				2,327.00						
SA_GSP33_yasasi_u	GSP33yasasi_u		Siddhitraya: Part 3: Saṃvitsiddhi							Yāmuna				7,800.00						
SA_GSP34_ghers_pu	GSP34ghers_pu		Gheraṇḍa-Saṃhitā											6,018.00						
SA_GSP34_hathyopu	GSP34hathyopu		Haṭhayogapradīpikā							Svātmārāma		1300	1499.0	4,399.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/hatha-yoga-pradipika-english		
SA_GSP34_patyog_u	GSP34patyog_u		Yogasūtra							Patañjali		100	299.0	666.00						
SA_GSP34_patyogbu	GSP34patyogbu		Yogasūtra with Bhāṣya							Patañjali		100	299.0	11,654.00		yes, Ganganath Jha				
SA_GSP34_yogasubha	GSP34yogasubha		Yogasūtrabhāṣya							Patañjali										
SA_GSP34_yogasutu	GSP34yogasutu		Yogasūtra							Patañjali		100	299.0	1,000.00		yes		https://sacred-texts.com/hin/yogasutr.htm		
SA_GSP34_hathayogapradipika	GSP34hathayogapradipika		Haṭhayogapradīpikā	yes	114	Claude very high	archive.org	archive.org												
SA_GSP34_yogsubhu	GSP34yogsubhu		Yogasūtra							Patañjali		100	299.0	862.00						
SA_GSP35_sa_bhAskarakaNTha-mokSopAyaTIkA	GSP35sa_bhAskarakaNTha-mokSopAyaTIkA		Mokṣopāyaṭīkā							Bhāskarakaṇṭha		1600	1799.0	103,623.00	Likely no translation available?					
SA_GSP35_sa_mokSopAya	GSP35sa_mokSopAya		Mokṣopāya							Anonymus Casmiriensis				251,129.00	yoga vasishta -> skip					
SA_GV00_maitrs_pu	GV00maitrs_pu		Maitrāyaṇī-Saṃhitā											118,045.00						
SA_GV00_sa_paippalAdasaMhitA	GV00sa_paippalAdasaMhitA		Paippalāda-Saṃhitā											116,466.00						
SA_GV01_aibra	GV01aibra		Aitareyabrāhmaṇa	yes	1926	bertalign high	archive	archive			Keith		-600.0		Sanskrit needs to be located	PDF on GD				
SA_GV01_rv_01_u	GV01rv_01_u		Ṛgveda 1											25,323.00						
SA_GV01_rv_02_u	GV01rv_02_u		Ṛgveda 2											5,899.00						
SA_GV01_rv_03_u	GV01rv_03_u		Ṛgveda 3											7,672.00						
SA_GV01_rv_04_u	GV01rv_04_u		Ṛgveda 4											9,423.00						
SA_GV01_rv_05_u	GV01rv_05_u		Ṛgveda 5											11,254.00						
SA_GV01_rv_06_u	GV01rv_06_u		Ṛgveda 6											10,108.00						
SA_GV01_rv_07_u	GV01rv_07_u		Ṛgveda 7											11,281.00						
SA_GV01_rv_08_u	GV01rv_08_u		Ṛgveda 8											17,658.00						
SA_GV01_rv_09_u	GV01rv_09_u		Ṛgveda 9											11,698.00						
SA_GV01_rv_10_u	GV01rv_10_u		Ṛgveda 10											21,523.00						
SA_GV01_rv_hn01u	GV01rv_hn01u		Ṛgveda: Maṇḍala 1											31,390.00	skip					
SA_GV01_rv_hn02u	GV01rv_hn02u		Ṛgveda: Maṇḍala 2											7,451.00						
SA_GV01_rv_hn03u	GV01rv_hn03u		Ṛgveda: Maṇḍala 3											9,673.00						
SA_GV01_rv_hn04u	GV01rv_hn04u		Ṛgveda: Maṇḍala 4											9,436.00						
SA_GV01_rv_hn05u	GV01rv_hn05u		Ṛgveda: Maṇḍala 5											11,256.00						
SA_GV01_rv_hn06u	GV01rv_hn06u		Ṛgveda: Maṇḍala 6											12,201.00						
SA_GV01_rv_hn07u	GV01rv_hn07u		Ṛgveda: Maṇḍala 7											13,874.00						
SA_GV01_rv_hn08u	GV01rv_hn08u		Ṛgveda: Maṇḍala 8											21,251.00						
SA_GV01_rv_hn09u	GV01rv_hn09u		Ṛgveda: Maṇḍala 9											13,784.00						
SA_GV01_rv_hn10u	GV01rv_hn10u		Ṛgveda: Maṇḍala 10											28,831.00	skip					
SA_GV01_rvkhilau	GV01rvkhilau		The Khila Verses of the Ṛgveda											1,556.00						
SA_GV01_rvpp_01u	GV01rvpp_01u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 1											32,880.00	skip					
SA_GV01_rvpp_02u	GV01rvpp_02u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 2											7,831.00						
SA_GV01_rvpp_03u	GV01rvpp_03u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 3											10,121.00						
SA_GV01_rvpp_04u	GV01rvpp_04u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 4											9,844.00						
SA_GV01_rvpp_05u	GV01rvpp_05u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 5											11,701.00						
SA_GV01_rvpp_06u	GV01rvpp_06u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 6											12,784.00						
SA_GV01_rvpp_07u	GV01rvpp_07u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 7											14,486.00						
SA_GV01_rvpp_08u	GV01rvpp_08u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 8											22,271.00						
SA_GV01_rvpp_09u	GV01rvpp_09u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 9											14,342.00						
SA_GV01_rvpp_10u	GV01rvpp_10u		Ṛgveda-Saṃhitā: Padapāṭha text: Maṇḍala 10											30,395.00	skip					
SA_GV02_gopthbru	GV02gopthbru		Gopatha-Brāhmaṇa											8,014.00		yes	yes			
SA_GV02_kausibru	GV02kausibru		Kauṣītaki-Brāhmaṇa [Śāṅkhāyana-Brāhmaṇa]	TODO: Quality issues, check again	1156	bertalign high					Keith			12,118.00						
SA_GV02_pncvbr1u	GV02pncvbr1u		Pañcaviṃśabrāhmaṇa											46,223.00						
SA_GV03_sb_01_u	GV03sb_01_u		Śatapatha-Brāhmaṇa 1											16,803.00						
SA_GV03_sb_02_u	GV03sb_02_u		Śatapatha-Brāhmaṇa 2											11,672.00						
SA_GV03_sb_04_u	GV03sb_04_u		Śatapatha-Brāhmaṇa 4											13,558.00						
SA_GV03_sb_05_u	GV03sb_05_u		Śatapatha-Brāhmaṇa 5											0.00						
SA_GV03_sb_06_u	GV03sb_06_u		Śatapatha-Brāhmaṇa 6											11,513.00						
SA_GV03_sb_07_u	GV03sb_07_u		Śatapatha-Brāhmaṇa 7											9,236.00						
SA_GV03_sb_08_u	GV03sb_08_u		Śatapatha-Brāhmaṇa 8											10,170.00						
SA_GV03_sb_09_u	GV03sb_09_u		Śatapatha-Brāhmaṇa 9											8,854.00						
SA_GV03_sb_10_u	GV03sb_10_u		Śatapatha-Brāhmaṇa 10											8,316.00						
SA_GV03_sb_11_u	GV03sb_11_u		Śatapatha-Brāhmaṇa 11											9,199.00						
SA_GV03_sb_13_u	GV03sb_13_u		Śatapatha-Brāhmaṇa 13											8,289.00						
SA_GV03_sb_14_u	GV03sb_14_u		Śatapatha-Brāhmaṇa 14											16,070.00						
SA_GV04_sankharu	GV04sankharu		Śāṅkhāyana-Āraṇyaka											10,929.00						
SA_GV05_agsas_1u	GV05agsas_1u		Āgamaśāstra 1: Āgamaprakaraṇa											3,542.00						
SA_GV05_agsas_2u	GV05agsas_2u		Āgamaśāstra 2: Vaitathyaprakaraṇa											2,022.00						
SA_GV05_agsas_3u	GV05agsas_3u		Āgamaśāstra 3: Advaitaprakaraṇa											3,035.00						
SA_GV05_agsas_4u	GV05agsas_4u		Āgamaśāstra 4: Alātaśāntiprakaraṇa											4,576.00						
SA_GV05_aitup__u	GV05aitup__u		Aitareya-Upaniṣad											733.00						
SA_GV05_aitupsbu	GV05aitupsbu		Aitareya-Upaniṣad											4,340.00						
SA_GV05_brbiuppu	GV05brbiuppu		Brahmabindu-Upaniṣad											261.00						
SA_GV05_brup___u	GV05brup___u		Bṛhadāraṇyaka-Upaniṣad											16,516.00						
SA_GV05_brupsb	GV05brupsb		Bṛhadāraṇyaka-Upaniṣad											19,215.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/the-brihadaranyaka-upanishad		
SA_GV05_brupsb2u	GV05brupsb2u		Bṛhadāraṇyaka-Upaniṣad: Adhyāya 2											11,870.00						
SA_GV05_brupsb3u	GV05brupsb3u		Bṛhadāraṇyaka-Upaniṣad: Adhyāya 3											13,132.00						
SA_GV05_brupsb4u	GV05brupsb4u		Bṛhadāraṇyaka-Upaniṣad: Adhyāya 4											17,010.00						
SA_GV05_brupsb5u	GV05brupsb5u		Bṛhadāraṇyaka-Upaniṣad: Adhyāya 5											4,866.00						
SA_GV05_brupsb6u	GV05brupsb6u		Bṛhadāraṇyaka-Upaniṣad: Adhyāya 6											6,793.00						
SA_GV05_chupmau	GV05chupmau		Chāndogya-Upaniṣad (Madhvabhāṣya)							Madhva					wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/chandogya-upanishad-madhva-commentary	KK	yes
SA_GV05_garbhupu	GV05garbhupu		Garbha-Upaniṣad											429.00						
SA_GV05_gmandk_u	GV05gmandk_u		Māṇḍūkya-Upaniṣadkārikā [Gauḍapādakārikā, Māṇḍūkyakārikā, Āgamaśāstra]							Gauḍapāda		500	699.0	2,564.00						
SA_GV05_isup___u	GV05isup___u		Īśa-Upaniṣad [Īśāvāsyopaniṣad]											262.00						
SA_GV05_isupsb_u	GV05isupsb_u		Īśa-Upaniṣad [Īśāvāsyopaniṣad]											1,931.00						
SA_GV05_isvupu	GV05isvupu																			
SA_GV05_kaivup_u	GV05kaivup_u		Kaivalya-Upaniṣad											448.00						
SA_GV05_mand_upu	GV05mand_upu		Māṇḍūkya-Upaniṣad											537.00						
SA_GV05_mandup_u	GV05mandup_u		Māṇḍūkya-Upaniṣad											188.00						
SA_GV05_ndbiuppu	GV05ndbiuppu		Nādabindu-Upaniṣad											229.00						
SA_GV05_prasup_u	GV05prasup_u		Praśna-Upaniṣad											1,371.00						
SA_GV05_prasupbu	GV05prasupbu		Praśna-Upaniṣad											6,149.00						
SA_GV05_sirup_u	GV05sirup_u		Śira-Upaniṣad [Atharvaśira-Upaniṣad]											1,462.00						
SA_GV05_svetu_pu	GV05svetu_pu		Śvetāśvatara-Upaniṣad											1,736.00						
SA_GV05_svetugpu	GV05svetugpu		Śvetāśvatara-Upaniṣad											1,865.00						
SA_GV06_	GV06		Pāraskara-Gṛhyasūtra												wisdomlib; sacred texts	yes		https://www.wisdomlib.org/hinduism/book/paraskara-grihya-sutra	KK	yes
SA_GV06_apsulb_u	GV06apsulb_u		Āpastamba-Śulbasūtra											2,067.00						
SA_GV06_asvgs_u	GV06asvgs_u		Āśvalāyana-Gṛhyasūtra	yes	711	bertalign high	sacred texts	sacred texts				Oldenberg		853.00						
SA_GV06_asvss_u	GV06asvss_u		Āśvalāyana-Śrautasūtra											11,161.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/apastamba-yajna-paribhasa-sutras	KK	yes
SA_GV06_avpari_u	GV06avpari_u		Atharvavedapariśiṣṭas											38,697.00						
SA_GV06_avpray_u	GV06avpray_u		Atharvaprāyaścittāni											7,664.00						
SA_GV06_bhasrasuu	GV06bhasrasuu		Bhāradvāja-Śrautasūtra										0.0		wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/bharadvaja-srauta-sutra http://www.hinduonline.co/vedicreserve/kalpa/shrauta/bharadvaja_shrauta_sutra.pdf		
SA_GV06_dantyovu	GV06dantyovu		Dantyoṣṭhyavidhi											282.00						
SA_GV06_higrsuu	GV06higrsuu		Hiraṇyakeśi-Gṛhyasūtra	yes	510	bertalign high	sacred texts	sacred texts				Oldenberg			wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/hiranyakesi-grihya-sutra http://www.hinduonline.co/vedicreserve/kalpa/grihya/hiranyakeshi_grihya_sutram.pdf		
SA_GV06_jaimigsu	GV06jaimigsu		Jaimini-Gṛhyasūtra											4,286.00						
SA_GV06_kaussu_u	GV06kaussu_u		Kauśika-Sūtra											20,238.00						
SA_GV06_kauthgsu	GV06kauthgsu		Kauthuma-Gṛhyasūtra											2,408.00						
SA_GV06_keskaupu	GV06keskaupu		Kauśikapaddhati							Keśava				60,350.00						
SA_GV06_khagrsuu	GV06khagrsuu		Khādira-Gṛhyasūtra												wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/khadira-grihya-sutra	KK	yes
SA_GV06_manavgsu	GV06manavgsu		Mānava-Gṛhyasūtra [Maitrāyaṇīyamānava-Gṛhyasūtra]											5,565.00						
SA_GV06_rgvidh_u	GV06rgvidh_u		Ṛgvidhāna											1,506.00						
SA_GV06_sankhssu	GV06sankhssu		Śāṅkhāyana-Śrautasūtra											6,566.00						
SA_GV06_vaitss_u	GV06vaitss_u		Vaitāna-Śrautasūtra [Vaitānasūtra]											8,675.00						
SA_GV06_vargs_u	GV06vargs_u		Vārāha-Gṛhyasūtra											3,807.00						
SA_K01_abhisdhu	K01abhisdhu		Abhisamācārikadharma											27,889.00						
SA_K01_bhikavau	K01bhikavau		Bhikṣuṇī-Karmavācanā											4,407.00						
SA_K01_bhivin_u	K01bhivin_u		Bhikṣuṇīvinaya											42,658.00	skip					
SA_K01_bsa068_u	K01bsa068_u		K01bsa068_u											1,840.00						
SA_K01_bsu011_u	K01bsu011_u		Bodhisattvaprātimokṣasūtra											501.00						
SA_K01_bsu046_u	K01bsu046_u		Prātimokṣasūtra											5,800.00						
SA_K01_bsu058_u	K01bsu058_u		Vinayasūtra [1: Pravrajyāvastu]							Guṇaprabha				12,627.00						
SA_K01_n2853u	K01n2853u		Śayanāsanavastu											10,086.00						
SA_K01_n2892u	K01n2892u		Vajrasatvapārājikā [Vajrasattvapārājikā]											2,346.00						
SA_K01_n2894u	K01n2894u		Saddharmapārājikā											372.00						
SA_K01_n2896u	K01n2896u		Śrīlokeśvarabhāṣitaparājikā											1,059.00						
SA_K01_n2900u	K01n2900u		Maṃjuśrīpārājikā											3,080.00						
SA_K01_n2904u	K01n2904u		Lokeśvarapārājikā											1,538.00						
SA_K01_n2954u	K01n2954u		Upasampadājñapti											2,197.00						
SA_K01_n742u	K01n742u		Bhikṣuṇīvinaya											42,556.00	skip					
SA_K01_prmosu_u	K01prmosu_u		Prātimokṣasūtra											5,781.00						
SA_K01_prmosubu	K01prmosubu		Prātimokṣasūtra											6,155.00						
SA_K01_prmosufu	K01prmosufu		Prātimokṣasūtra											1,729.00						
SA_K01_prmosulu	K01prmosulu		Prātimokṣasūtra											6,718.00						
SA_K01_upsmpjnu	K01upsmpjnu		Upasaṃpadājñapti											3,283.00						
SA_K01_vinsutru	K01vinsutru		Vinayasūtra											19,990.00						
SA_K01_vinv01_u	K01vinv01_u		Pravrajyāvastu	yes		vecalign		84000						10,533.00						
SA_K01_vinv02_u	K01vinv02_u		Poṣadhavastu											6,707.00						
SA_K01_vinv03_u	K01vinv03_u		Pravāraṇāvastu											3,799.00						
SA_K01_vinv04_u	K01vinv04_u		Varṣāvastu											3,878.00						
SA_K01_vinv05_u	K01vinv05_u		Carmavastu											6,779.00						
SA_K01_vinv07_u	K01vinv07_u		Cīvaravastu											20,465.00						
SA_K01_vinv08_u	K01vinv08_u		Kaṭhinavastu											2,617.00						
SA_K01_vinv09_u	K01vinv09_u		Kośāmbakavastu											2,900.00						
SA_K01_vinv10_u	K01vinv10_u		Karmavastu											1,713.00						
SA_K01_vinv11_u	K01vinv11_u		Pāṇḍulohitakavastu											7,036.00						
SA_K01_vinv12_u	K01vinv12_u		Pudgalavastu											3,706.00						
SA_K01_vinv13_u	K01vinv13_u		Pārivāsikavastu											1,323.00						
SA_K01_vinv14_u	K01vinv14_u		Poṣadhasthāpanavastu											1,390.00						
SA_K01_vinv15_u	K01vinv15_u		Śayanāsanavastu											10,734.00						
SA_K01_vinv16_u	K01vinv16_u		Adhikaraṇavastu											10,369.00						
SA_K01_vinv171u	K01vinv171u		Saṅghabhedavastu 1											42,256.00	skip					
SA_K01_vinv172u	K01vinv172u		Saṅghabhedavastu 2											57,419.00	skip					
SA_K02_bsu057_u	K02bsu057_u		Advayaśatikā Prajñāpāramitāsūtra											286.00						
SA_K02_sspp2_1u	K02sspp2_1u		Śatasāhasrikā Prajñāpāramitā II-1 [Śatasāhasrikāprajñāpāramitāsūtra]											44,012.00	skip					
SA_K02_sspp2_2u	K02sspp2_2u		Śatasāhasrikā Prajñāpāramitā II-2 [Śatasāhasrikāprajñāpāramitāsūtra]											39,120.00	skip					
SA_K02_sspp2_3u	K02sspp2_3u		Śatasāhasrikā Prajñāpāramitā II-3 [Śatasāhasrikāprajñāpāramitāsūtra]											46,575.00	skip					
SA_K02_sspp2_4u	K02sspp2_4u		Śatasāhasrikā Prajñāpāramitā II-4 [Śatasāhasrikāprajñāpāramitāsūtra]											58,148.00	skip					
SA_K03_psp_1u	K03psp_1u		Pañcaviṃśatisāhasrikā Prajñāpāramitā I [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]											69,280.00	skip					
SA_K03_psp_2-3u	K03psp_2-3u		Pañcaviṃśatisāhasrikā Prajñāpāramitā II-III [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]											36,713.00	skip					
SA_K03_psp_4u	K03psp_4u		Pañcaviṃśatisāhasrikā Prajñāpāramitā IV [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]											38,650.00	skip					
SA_K03_psp_5u	K03psp_5u		Pañcaviṃśatisāhasrikā Prajñāpāramitā V [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]											33,115.00	skip					
SA_K03_psp_6-8u	K03psp_6-8u		Pañcaviṃśatisāhasrikā Prajñāpāramitā VI-VIII [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]											33,369.00	skip					
SA_K03_pspdut2u	K03pspdut2u		Pañcaviṃśatisāhasrikā Prajñāpāramitā [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]											76,843.00	skip					
SA_K03_pvspl_u	K03pvspl_u		Pañcaviṃśatisāhasrikā Prajñāpāramitā [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]											3,050.00						
SA_K05_adsp55-u	K05adsp55-u		Aṣṭādaśasāhasrikā Prajñāpāramitā [Aṣṭādaśasāhasrikāprajñāpāramitāsūtra]											29,041.00						
SA_K05_adsp70-u	K05adsp70-u		Aṣṭādaśasāhasrikā Prajñāpāramitā [Aṣṭādaśasāhasrikāprajñāpāramitāsūtra]											27,388.00						
SA_K05_bsu049_u	K05bsu049_u		Aṣṭasāhasrikā Prajñāpāramitā [Aṣṭasāhasrikāprajñāpāramitāsūtra]											64,910.00	skip					
SA_K05_dsp1-2_u	K05dsp1-2_u		Daśasāhasrikā Prajñāpāramitā											3,946.00						
SA_K06_bsu028pu	K06bsu028pu		Ratnaguṇasaṃcayagāthā											5,651.00						
SA_K06_bsu030_u	K06bsu030_u		Suvikrāntavikrāmiparipṛcchā  [Suvikrāntavikrāmiparipṛcchāprajñāpāramitāsūtra,  Sārdhadvisāhasrikā prajñāpāramitā]											17,164.00						
SA_K06_bsu051_u	K06bsu051_u		Vajracchedikā Prajñāpāramitā [Vajracchedikāprajñāpāramitāsūtra]											3,405.00						
SA_K06_bsu052_u	K06bsu052_u		Saptaśatikā prajñāpāramitā [Saptaśatikaprajñāpāramitāsūtra]											2,952.00						
SA_K06_bsu053_u	K06bsu053_u		Prajñāpāramitāhṛdayasūtra											254.00						
SA_K06_n2882u	K06n2882u		Pañcaśatikāprajñāpāramitā [Pañcaśatikāprajñāpāramitāsūtra]											3,602.00						
SA_K06_vchedpgu	K06vchedpgu		Vajracchedikā Prajñāpāramitā [Vajracchedikāprajñāpāramitāsūtra]											1,790.00						
SA_K06_vchedppu	K06vchedppu		Vajracchedikā Prajñāpāramitā [Vajracchedikāprajñāpāramitāsūtra]											2,267.00						
SA_K07_atrisatu	K07atrisatu		Triśatikāyāḥ prajñāpāramitāyāḥ kārikāsaptatiḥ [Vajracchedikāprajñāpāramitāsūtraśāstrakārikā]							Asaṅga		330	405.0	870.00						
