File name	Work ID	Wikipedia link	Full Sanskrit title	Paired Sanskrit English Delivered	Aligned lines	Alignment quality	Source/copyright Sanskrit	source/copyright English	Editor 	Author(s)	Translator (if available)	not before	not after	length (tokens)	Note	Translation available	PDF on Google Drive	Translation details (if no PDF available)	assigned	completed
SA_GR14_ss2_bhgu	GR14ss2_bhgu		Ṣaṭsandarbha: 2. Bhāgavatasandarbha							Jīva Gosvāmī				29,962.00						
SA_GR14_ss3_paru	GR14ss3_paru		Ṣaṭsandarbha: 3. Paramātmasandarbha							Jīva Gosvāmī				19,040.00						
SA_GR14_ss4_krsu	GR14ss4_krsu		Ṣaṭsandarbha: 4. Kṛṣṇasandarbha							Jīva Gosvāmī				35,711.00						
SA_GR14_ss5_bhku	GR14ss5_bhku		Ṣaṭsandarbha: 5. Bhaktisandarbha							Jīva Gosvāmī				43,759.00						
SA_GR14_ss6_priu	GR14ss6_priu		Ṣaṭsandarbha: 6. Prītisandarbha							Jīva Gosvāmī				41,596.00						
SA_GR14_utajp_pu	GR14utajp_pu		Ajaḍapramātṛsiddhi							Utpaladeva				888.00						
SA_GR14_vaimp__u	GR14vaimp__u		Vaikhānasamantrapraśna											31,472.00						
SA_GR14_vdhapadu	GR14vdhapadu		Viṣṇudharma											32,972.00						
SA_GR14_visvaksu	GR14visvaksu		Viṣvaksenasaṃhitā											34,701.00						
SA_GR14_yamcatpu	GR14yamcatpu		Catuḥślokī							Yāmuna				100.00						
SA_GR14_yamsr_pu	GR14yamsr_pu		Stotraratna							Yāmuna				897.00						
SA_GS24_jvkasipu	GS24jvkasipu		Kāśikāvṛtti							Jayāditya & Vāmana				183,083.00						
SA_GS24_panini_u	GS24panini_u		Aṣṭādhyāyī							Pāṇini				7,999.00						
SA_GS24_paninipu	GS24paninipu		Aṣṭādhyāyī							Pāṇini				9,242.00	github	yes	yes			
SA_GS24_paribhsu	GS24paribhsu		Paribhāṣenduśekhara							Nāgeśa [Nāgojibhaṭṭa]				10,326.00						
SA_GS24_pmbhasuu	GS24pmbhasuu		Vyākaraṇamahābhāṣya [Mahābhāṣya]							Patañjali		100	299.0	272,140.00						
SA_GS24_samanv_u	GS24samanv_u		Samanvayadiś							Kuḍaka				2,124.00						
SA_GS24_vakyp_pu	GS24vakyp_pu		Vākyapadīya 1.1–3.7							Bhartṛhari		500	650.0	11,540.00						
SA_GS24_vakyp1pu	GS24vakyp1pu		Vākyapadīya							Bhartṛhari		500	650.0	20,962.00						
SA_GS24_varlghku	GS24varlghku		Laghusiddhāntakaumudī [Laghukaumudī]							Varadarāja				16,670.00						
SA_GS25_amark1pu	GS25amark1pu		Nāmaliṅgānuśāsana [Amarakoṣa, Amarakośa], Kāṇḍa 1							Amarasiṃha		200	500.0	2,660.00						
SA_GS25_amark2_u	GS25amark2_u		Nāmaliṅgānuśāsana [Amarakoṣa, Amarakośa], Kāṇḍa 2							Amarasiṃha		200	500.0	6,730.00						
SA_GS25_amark3_u	GS25amark3_u		Nāmaliṅgānuśāsana [Amarakoṣa, Amarakośa], Kāṇḍa 3							Amarasiṃha		200	500.0	5,168.00						
SA_GS26_jaytuppu	GS26jaytuppu		Tattvopaplavasiṃha							Jayarāśi		500	699.0	8,946.00						
SA_GS26_sarvmtsu	GS26sarvmtsu		Sarvamatasaṃgraha											3,613.00						
SA_GS26_sbhami_u	GS26sbhami_u		Āptamīmāṃsā							Samantabhadra				830.00						
SA_GS39_jyopancu	GS39jyopancu		Pañcasāyaka							Jyotirīśvara Kaviśekhara				3,942.00						
SA_GS39_kamasutu	GS39kamasutu		Kāmasūtra							Vātsyāyana		350	425.0	11,544.00						
SA_GS39_minsmaru	GS39minsmaru		Smaradīpikā							Mīnanātha				2,468.00						
SA_GS39_purukadu	GS39purukadu		Kādambarīsvīkaraṇasūtramañjarī							Purūravas				1,372.00						
SA_GS40_anandk_u	GS40anandk_u		Ānandakanda											53,918.00						
SA_GS40_ashr	GS40ashr		Aṣṭāṅga Hṛdaya																	
SA_GS40_bhavpr_u	GS40bhavpr_u		Bhāvaprakāśa							Bhāvamiśra		1500	1699.0	3,822.00						
SA_GS40_dhrasciu	GS40dhrasciu		Rasendracintāmaṇi							Ḍhuṇḍhukanātha				8,842.00						
SA_GS40_grasht_u	GS40grasht_u		Rasahṛdayatantra							Govindabhagavatpāda				26,650.00						
SA_GS40_nitrrk_u	GS40nitrrk_u		Rasaratnākara							Nityanāthasiddha [Nemanātha]				37,290.00						
SA_GS40_rajaniu	GS40rajaniu		rasa-jala-nidhi												also on wisdomlib, but archive.org PDF might be easier to scrape	yes		https://archive.org/details/Rasajalanidhi_201601/page/n3/mode/2up		
SA_GS40_rajnighu	GS40rajnighu		Rājanighaṇṭu [Nighaṇṭurāja, Abhidhānacūḍāmaṇi]							Narahari Paṇḍita [Nṛsiṃha]				37,415.00						
SA_GS40_rasadh_u	GS40rasadh_u		Rasādhyāya											10,603.00						
SA_GS40_rasadhpu	GS40rasadhpu		Rasādhyāya											6,353.00						
SA_GS40_rasarnpu	GS40rasarnpu		Rasārṇava: Paṭalas 1-12											13,264.00						
SA_GS40_rascum_u	GS40rascum_u		Rasendracūḍāmaṇi							Somadeva		1100	1350.0	12,333.00						
SA_GS40_rassanku	GS40rassanku		Rasasaṃketakalikā [Rasasaṅketakalikā]							Cāmuṇḍa [Kāyastha, Kāyasthacāmuṇḍa, Caṇḍa]				3,012.00						
SA_GS40_salrasmu	GS40salrasmu		Rasamañjarī							Śālinātha				8,526.00						
SA_GS40_samapviu	GS40samapviu		Āyurvedamahodadhau Annapānavidhi							Suṣeṇa				9,281.00						
SA_GS40_kalyanakaraka	GS40kalyanakaraka		Kalyāṇakāraka							Ugrāditya										
SA_GS40_vagaah_u	GS40vagaah_u		Aṣṭāṅgahṛdayasūtra							Vāgbhaṭa		700	800.0	83,277.00		yes		This needs to be scraped from this website and requires dedicated attention: https://www.hinduscriptures.in/scriptures/upaveda/ayurveda/astanga-hrdayam-by-vagbhata-i		
SA_GS40_vanighpu	GS40vanighpu		Aṣṭāṅganighaṇṭu							Vāhaṭa				3,912.00						
SA_GS40_vrasrs_u	GS40vrasrs_u		Rasaratnasamuccaya							Vāgbhaṭa				10,869.00						
SA_GS40_vrasrscu	GS40vrasrscu		Rasaratnasamuccaya							Vāgbhaṭa				30,198.00						
SA_GS40_yogasatu	GS40yogasatu		Yogaśataka											1,275.00						
SA_GS40_yrasprpu	GS40yrasprpu		Rasaprakāśasudhākara							Yaśodhara		1500	1699.0	11,365.00						
SA_GS41_hayanaratna	GS41hayanaratna		Hāyanaratna	yes	2888	Claude very high	archive.org	archive.org												
SA_GS41_aryabh_u	GS41aryabh_u		Āryabhaṭīya							Āryabhaṭa		500	699.0	1,341.00						
SA_GS41_aryabhcu	GS41aryabhcu		Āryabhaṭīya							Āryabhaṭa		500	699.0	43,903.00						
SA_GS41_bijaganu	GS41bijaganu		Bījagaṇita							Bhāskara		600	799.0	2,639.00						
SA_GS41_brhajj_u	GS41brhajj_u		Bṛhajjātaka							Varāhamihira		550	699.0	162.00						
SA_GS41_brhats_u	GS41brhats_u		Bṛhatsaṃhitā							Varāhamihira		550	699.0	32,809.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/brihat-samhita		
SA_GS41_brhatparasarahorasastram	GS41brhatparasarahorasastram		Bṛhatpārāśarahorāśāstram																	
SA_GS41_phaladipika	GS41phaladipika		Phaladīpikā							Mantreśvara										
SA_GS41_brsphutu	GS41brsphutu		Brāhmasphuṭasiddhānta							Brahmagupta		598	668.0	2,385.00						
SA_GS41_lagrvvju	GS41lagrvvju		Ṛgvedavedāṅgajyotiṣa							Lagadha		499	300.0	411.00						
SA_GS41_lilavatu	GS41lilavatu		Līlāvatī							Bhāskara		600	799.0	8,511.00						
SA_GS41_surysidu	GS41surysidu		Sūryasiddhānta											4,852.00						
SA_GS41_tikaniku	GS41tikaniku		Tikanikayātrā							Varāhamihira		550	699.0	1,066.00						
SA_GS41_vivahapu	GS41vivahapu		Vivāhapaṭala							Varāhamihira		550	699.0	1,184.00						
SA_GS41_yogay1_u	GS41yogay1_u		Yogayātrā							Varāhamihira		550	699.0	5,287.00						
SA_GS41_yogay2_u	GS41yogay2_u		Yogayātrā							Varāhamihira		550	699.0	5,665.00						
SA_GSD36_angirspu	GSD36angirspu		Āṅgirasasmṛti											12,583.00						
SA_GSD36_brhasp_u	GSD36brhasp_u		Bṛhaspatismṛti											13,845.00						
SA_GSD36_brhasppu	GSD36brhasppu		Bṛhaspatismṛti: Vyavahārakāṇḍa											14,164.00						
SA_GSD36_katy2p_u	GSD36katy2p_u		Kātyāyanasmṛti [Kātyāyanasmṛtisāroddhāra]											11,628.00						
SA_GSD36_mvir_sau	GSD36mvir_sau		Vīramitrodaya: Samayaprakāśa							Mitramiśra		1500	1699.0	40,765.00						
SA_GSD36_narads_u	GSD36narads_u		Nāradasmṛti											10,871.00						
SA_GSD36_nars2_pu	GSD36nars2_pu		Nāradasmṛti											10,848.00						
SA_GSD36_pars1__u	GSD36pars1__u		Parāśaradharmasaṃhitā [Parāśarasmṛti]											71.00						
SA_GSD36_pars2_pu	GSD36pars2_pu		Parāśaradharmasaṃhitā [Parāśarasmṛti]: Kāṇḍas 1 & 2											7,015.00						
SA_GSD36_sa_vijJAnezvara-mitAkSarA	GSD36sa_vijJAnezvara-mitAkSarA		Mitākṣarā							Vijñāneśvara				122,404.00						
SA_GSD36_mitaksara	GSD36mitaksara		Mitākṣarā, a commentary on the Yājñavalkya-dharmaśāstra				SARIT			Vijñāneśvara										
SA_GSD36_yajn2_pu	GSD36yajn2_pu		Yājñavalkyasmṛti							Yogīśvara Yājñavalkya				11,013.00						
SA_GSD36_ys-78_pu	GSD36ys-78_pu		Yamasmṛti											888.00						
SA_GSD36_ys-99_pu	GSD36ys-99_pu		Laghuyamasmṛti											1,146.00						
SA_GSD36_ys182_pu	GSD36ys182_pu		Bṛhadyamasmṛti											2,187.00						
SA_GSD36_yssoutpu	GSD36yssoutpu		Yamasmṛti											1,646.00						
SA_GSD37_gautdhcu	GSD37gautdhcu		Gautama-Dharmasūtra											7,102.00	wisdomlib	yes		https://www.wisdomlib.org/hinduism/book/gautama-dharmas%C5%ABtra	KK	yes
SA_GSD37_vaikhd_u	GSD37vaikhd_u		Vaikhānasa Dharmasūtra 1–3 [Vaikhānasa Smārtasūtra 8-10]											3,581.00						
SA_GSP27_moksop_u	GSP27moksop_u		Mokṣopāya											196,761.00	yoga vasishta -> skip					
SA_GSP28_dhebta_u	GSP28dhebta_u		Hetubinduṭīkāloka							Durveka Miśra				35,529.00						
SA_GSP28_durdhpru	GSP28durdhpru		Dharmottarapradīpa							Durvekamiśra		800	1099.0	68,261.00						
SA_GSP28_jaimsutu	GSP28jaimsutu		Mīmāṃsāsūtra							Jaimini		100	199.0	11,000.00						
SA_GSP28_jsbh1-1u	GSP28jsbh1-1u		Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 1							Khaṇḍadeva				2,542.00						
SA_GSP28_jsbh1-2u	GSP28jsbh1-2u		Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 2							Khaṇḍadeva				10,215.00						
SA_GSP28_jsbh1-3u	GSP28jsbh1-3u		Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 3							Khaṇḍadeva				8,858.00						
SA_GSP28_jsbh1-4u	GSP28jsbh1-4u		Bhāṭṭadīpikā: Adhyāya 1, Adhikaraṇa 4							Khaṇḍadeva				16,662.00						
SA_GSP28_jsbh2-1u	GSP28jsbh2-1u		Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 1							Khaṇḍadeva				7,775.00						
SA_GSP28_jsbh2-2u	GSP28jsbh2-2u		Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 2							Khaṇḍadeva				10,302.00						
SA_GSP28_jsbh2-3u	GSP28jsbh2-3u		Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 3							Khaṇḍadeva				6,318.00						
SA_GSP28_jsbh2-4u	GSP28jsbh2-4u		Bhāṭṭadīpikā: Adhyāya 2, Adhikaraṇa 4							Khaṇḍadeva				1,147.00						
SA_GSP28_jsbh3-1u	GSP28jsbh3-1u		Bhāṭṭadīpikā: Adhyāya 3, Adhikaraṇa 1							Khaṇḍadeva				7,323.00						
SA_GSP28_jsbh3-2u	GSP28jsbh3-2u		Bhāṭṭadīpikā: Adhyāya 3, Adhikaraṇa 2							Khaṇḍadeva				8,590.00						
SA_GSP28_jsbh3-3u	GSP28jsbh3-3u		Bhāṭṭadīpikā: Adhyāya 3, Adhikaraṇa 3							Khaṇḍadeva				8,978.00						
SA_GSP28_ktv_2-1u	GSP28ktv_2-1u		Tantravārttika 2.1.1–4							Kumārila [Kumārilabhaṭṭa]				3,763.00						
SA_GSP28_mimslovu	GSP28mimslovu		Mīmāṃsāślokavārttika							Kumārila Bhaṭṭa		650	750.0	30,473.00	github	yes	yes			
SA_GSP28_mimsvtku	GSP28mimsvtku		Mīmāṃsāślokavārttikakāśikā							Sucaritamiśra		800	1099.0	119,139.00						
SA_GSP28_mjnya01u	GSP28mjnya01u		Jaiminīyanyāyamālāvistara: Adhyāya 1							Mādhava		400	699.0	8,153.00						
SA_GSP28_mjnya02u	GSP28mjnya02u		Jaiminīyanyāyamālāvistara: Adhyāya 2							Mādhava		400	699.0	6,593.00						
SA_GSP28_mjnya03u	GSP28mjnya03u		Jaiminīyanyāyamālāvistara: Adhyāya 3							Mādhava		400	699.0	14,978.00						
SA_GSP28_mjnya04u	GSP28mjnya04u		Jaiminīyanyāyamālāvistara: Adhyāya 4							Mādhava		400	699.0	6,209.00						
SA_GSP28_msbh1-7u	GSP28msbh1-7u		Mīmāṃsāsūtra							Jaimini		100	199.0	122,029.00		yes	no	https://archive.org/details/mimamsasutra00jaimuoft/page/340/mode/2up		
SA_GSP28_prakp01u	GSP28prakp01u		Prakaraṇapañcikā: Prakaraṇa 1							Śālikanāthamiśra				1,235.00						
SA_GSP28_prakp02u	GSP28prakp02u		Prakaraṇapañcikā: Prakaraṇa 2							Śālikanāthamiśra				423.00						
SA_GSP28_prakp03u	GSP28prakp03u		Prakaraṇapañcikā: Prakaraṇa 3							Śālikanāthamiśra				640.00						
SA_GSP28_prakp04u	GSP28prakp04u		Prakaraṇapañcikā: Prakaraṇa 4							Śālikanāthamiśra				1,916.00						
SA_GSP28_prakp05u	GSP28prakp05u		Prakaraṇapañcikā: Prakaraṇa 5							Śālikanāthamiśra				624.00						
SA_GSP28_prakp06u	GSP28prakp06u		Prakaraṇapañcikā: Prakaraṇa 6							Śālikanāthamiśra				3,104.00						
SA_GSP28_prakp07u	GSP28prakp07u		Prakaraṇapañcikā: Prakaraṇa 7							Śālikanāthamiśra				829.00						
SA_GSP28_prakp08u	GSP28prakp08u		Prakaraṇapañcikā: Prakaraṇa 8							Śālikanāthamiśra				2,197.00						
SA_GSP28_prakp09u	GSP28prakp09u		Prakaraṇapañcikā: Prakaraṇa 9							Śālikanāthamiśra				1,003.00						
SA_GSP28_prakp10u	GSP28prakp10u		Prakaraṇapañcikā: Prakaraṇa 10							Śālikanāthamiśra				1,067.00						
SA_GSP28_prakp11u	GSP28prakp11u		Prakaraṇapañcikā: Prakaraṇa 11, Paricchedas 1 & 2							Śālikanāthamiśra				6,349.00						
SA_GSP28_prakp12u	GSP28prakp12u		Prakaraṇapañcikā: Prakaraṇa 12							Śālikanāthamiśra				534.00						
SA_GSP28_prakp13u	GSP28prakp13u		Prakaraṇapañcikā: Prakaraṇa 13, Paricchedas 1 & 2							Śālikanāthamiśra				2,560.00						
SA_GSP28_prakp14u	GSP28prakp14u		Prakaraṇapañcikā: Prakaraṇa 14							Śālikanāthamiśra				575.00						
SA_GSP28_sabbha1u	GSP28sabbha1u		Mīmāṃsāsūtrabhāṣya							Śabara										
SA_GSP28_sastrdiu	GSP28sastrdiu		Śāstradīpikā							Pārthasārathi Miśra				16,652.00						
SA_GSP28_shabara	GSP28shabara		Mīmāṃsāsūtra Shabara-Bhāṣya				Tyler Neill									yes, Ganganath Jha				
SA_GSP29_antark	GSP29antark		Tarkasaṃgraha	yes	283	Claude very high	archive.org	archive.org		Annambhaṭṭa		1500	1699.0	1,237.00	github	yes	yes			
SA_GSP29_antsdi_u	GSP29antsdi_u		Tarkasaṃgraha							Annambhaṭṭa		1500	1699.0	74,307.00						
SA_GSP29_gangtciu	GSP29gangtciu		Tattvacintāmaṇi							Gaṅgeśa		1150	1250.0	16,537.00		yes		Thomas Phillips translated this in 2020, but PDF is not easily found.		
SA_GSP29_nyayakumudachandra	GSP29nyayakumudachandra		Nyāyakumudacandra							Prabhācandra										
SA_GSP29_gaunys_u	GSP29gaunys_u		Nyāyasūtra							Gautama				2,358.00						
SA_GSP29_muva	GSP29muva		Muktivāda				Tyler Neill			Gadādha										
SA_GSP29_nvtp1_1u	GSP29nvtp1_1u		Nyāyavārttikatātparyapariśuddhi: Adhyāya 1.1							Udayana		900	1099.0	40,167.00						
SA_GSP29_nvtp1_2u	GSP29nvtp1_2u		Nyāyavārttikatātparyapariśuddhi: Adhyāya 1.2							Udayana		900	1099.0	3,422.00						
SA_GSP29_nyabhu	GSP29nyabhu		Nyāyabhūṣaṇa				Tyler Neill			Bhāsarvajña										
SA_GSP29_nyaka	GSP29nyaka		Nyāyakalikā				Tyler Neill			Jayanta Bhatta										
SA_GSP29_nybha	GSP29nybha		Nyāyasūtra + Bhāṣya							Gautama, Vātsāyana										
SA_GSP29_nystik_u	GSP29nystik_u		Nyāyasūtra							Gautama				88,022.00						
SA_GSP29_nysu51pu	GSP29nysu51pu		Nyāyasūtra 5.1							Gautama				2,131.00						
SA_GSP29_nysvbh	GSP29nysvbh_u		Nyāyasūtra	yes	497	claude very high	archive			Gautama				25,494.00						
SA_GSP29_nysvbh1u	GSP29nysvbh1u		Nyāyasūtra + Bhāṣya							Gautama, Vātsyāyana				32,141.00		yes	yes			
SA_GSP29_snyayvpu	GSP29snyayvpu		Nyāyāvatāra							Siddhasena Mahāmati				16,417.00						
SA_GSP29_udnyku1u	GSP29udnyku1u		Nyāyakusumāñjali: Stavaka 1							Udayana		900	1099.0	3,215.00						
SA_GSP29_udnyku2u	GSP29udnyku2u		Nyāyakusumāñjali: Stavaka 2							Udayana		900	1099.0	3,873.00						
SA_GSP29_udnyku3u	GSP29udnyku3u		Nyāyakusumāñjali: Stavaka 3							Udayana		900	1099.0	4,551.00						
SA_GSP29_udnyku4u	GSP29udnyku4u		Nyāyakusumāñjali: Stavaka 4							Udayana		900	1099.0	1,348.00						
SA_GSP29_udnyku5u	GSP29udnyku5u		Nyāyakusumāñjali: Stavaka 5							Udayana		900	1099.0	5,257.00						
SA_GSP29_vidhi	GSP29vidhi		Vidhivāda							Gangeśa										
SA_GSP29_vnyps00u	GSP29vnyps00u		Nyāyapariśuddhi: Bhūmikā							Veṅkaṭanātha [Vedāntadeśika]				1,117.00						
SA_GSP29_vnyps11u	GSP29vnyps11u		Nyāyapariśuddhi: Adhyāya 1.1							Veṅkaṭanātha [Vedāntadeśika]				1,495.00						
SA_GSP29_vnyps12u	GSP29vnyps12u		Nyāyapariśuddhi: Adhyāya 1.2							Veṅkaṭanātha [Vedāntadeśika]				1,412.00						
SA_GSP29_vnyps31u	GSP29vnyps31u		Nyāyapariśuddhi: Adhyāya 3.1							Veṅkaṭanātha [Vedāntadeśika]				1,999.00						
SA_GSP29_vnyps32u	GSP29vnyps32u		Nyāyapariśuddhi: Adhyāya 3.2							Veṅkaṭanātha [Vedāntadeśika]				3,557.00						
SA_GSP29_vnyps41u	GSP29vnyps41u		Nyāyapariśuddhi: Adhyāya 4.1							Veṅkaṭanātha [Vedāntadeśika]				447.00						
SA_GSP29_vnyps42u	GSP29vnyps42u		Nyāyapariśuddhi: Adhyāya 4.2							Veṅkaṭanātha [Vedāntadeśika]				1,072.00						
SA_GSP29_vnyps51u	GSP29vnyps51u		Nyāyapariśuddhi: Adhyāya 5.1							Veṅkaṭanātha [Vedāntadeśika]				1,359.00						
SA_GSP29_vnyps52u	GSP29vnyps52u		Nyāyapariśuddhi: Adhyāya 5.2							Veṅkaṭanātha [Vedāntadeśika]				705.00						
SA_GSP29_vyomavati	GSP29vyomavati		Vyomavatī				Tyler Neill			Vyomaśiva		950	1050.0							
SA_GSP29_vytrkt1u	GSP29vytrkt1u		Tarkatāṇḍava: Pariccheda 1							Vyāsatīrtha				47,834.00						
SA_GSP29_vytrkt2u	GSP29vytrkt2u		Tarkatāṇḍava: Pariccheda 2							Vyāsatīrtha				31,538.00						
SA_GSP29_vytrkt3u	GSP29vytrkt3u		Tarkatāṇḍava: Pariccheda 3							Vyāsatīrtha				31,170.00						
SA_GSP30_abhiprvu	GSP30abhiprvu		Īśvarapratyabhijñāvimarśinī							Abhinavagupta		800	1099.0	27,514.00						
SA_GSP30_abhmal1u	GSP30abhmal1u		Mālinīślokavārttika: Kāṇḍa 1							Abhinavagupta		800	1099.0	11,150.00	on gdrive	yes	yes	English and Sanskrit in same book		
SA_GSP30_abhmal2u	GSP30abhmal2u		Mālinīślokavārttika: Kāṇḍa 2							Abhinavagupta		800	1099.0	3,467.00	on gdrive	yes	yes	English and Sanskrit in same book		
SA_GSP30_abhtantu	GSP30abhtantu		Tantrasāra	yes	422	claude very high				Abhinavagupta		800	1099.0	10,259.00						
SA_GSP30_adyapppu	GSP30adyapppu		Anuttaraprakāśapañcāśikhā							Ādyanātha				507.00						
SA_GSP30_anuttaru	GSP30anuttaru		Anuttarāṣṭikā							Abhinavagupta		800	1099.0	203.00						
SA_GSP30_aparmyou	GSP30aparmyou		Paramārthasāra							Abhinavagupta		800	1099.0	10,162.00	github	yes	yes	Sanskrit and English in same file		
SA_GSP30_bhairstu	GSP30bhairstu		Bhairavastava							Abhinavagupta		800	1099.0	124.00						
SA_GSP30_bhutisbs_u	GSP30bhutisbs_u		Svabodhasiddhi							Bhūti(rāja)				285.00						
SA_GSP30_bodhpanu	GSP30bodhpanu		Bodhapañcadaśikā							Abhinavagupta		800	1099.0	170.00						
SA_GSP30_kramstou	GSP30kramstou		Kramastotra							Abhinavagupta		800	1099.0	561.00						
SA_GSP30_ksembodhv_u	GSP30ksembodhv_u		Bodhavilāsa							Kṣemarāja		800	1099.0	387.00						
SA_GSP30_parmartu	GSP30parmartu		Paramārthasāra							Abhinavagupta		993	1015.0	1,119.00	on github	yes	yes	Sanskrit and English in same book		
SA_GSP30_partr_pu	GSP30partr_pu		Parātriṃśikā											365.00						
SA_GSP30_partrvpu	GSP30partrvpu		Parātriṃśikāvivaraṇa							Abhinavagupta		800	1099.0	15,590.00						
SA_GSP30_parypanu	GSP30parypanu		Paryantapañcāśikā							Abhinavagupta		800	1099.0	474.00						
SA_GSP30_pratyabu	GSP30pratyabu		Pratyabhijñāhṛdaya							Kṣemarāja		800	1099.0	3,101.00	github	yes	yes	Sanskrit and English in same book		
SA_GSP30_sa_avadhUtasiddha-bhagavadbhaktistotra	GSP30sa_avadhUtasiddha-bhagavadbhaktistotra		Bhagavadbhaktistotra							Avadhūtasiddha		800	999.0	1,155.00						
SA_GSP30_sa_kSemarAja-bhairavAnukaraNastotra	GSP30sa_kSemarAja-bhairavAnukaraNastotra		Bhairavānukaraṇastotra							Kṣemarāja		800	1099.0	508.00						
SA_GSP30_spandkau	GSP30spandkau		Spandakārikā							Vasugupta		700	999.0	555.00						
SA_GSP30_timudghu	GSP30timudghu		Timirodghāṭana											3,552.00						
SA_GSP30_vamjanmu	GSP30vamjanmu		Janmamaraṇavicāra							Vāmadeva				2,280.00						
SA_GSP30_vamsbum_u	GSP30vamsbum_u		Svabodhodayamañjārī							Vāmanadatta		900	1099.0	460.00						
SA_GSP30_vasspacu	GSP30vasspacu		Spandakārikā							Vasugupta [or Kallaṭa Bhaṭṭa?]				6,964.00						
SA_GSP30_vatnsupu	GSP30vatnsupu		Vātūlanāthasūtra							Vātūlanātha				1,047.00						
SA_GSP30_vijnbhau	GSP30vijnbhau		Vijñānabhairava											1,737.00	github	yes	yes	github (English and Sanskrit in same file)		
SA_GSP31_bhgank_u	GSP31bhgank_u		Gaṇakārikā 1							Bhāsarvajña		800	1099.0	4,222.00						
SA_GSP31_iskar_u	GSP31iskar_u		Sāṃkhyakārikā [Sāṃkhyasaptati]							Īśvarakṛṣṇa				772.00						
SA_GSP31_iskgaudu	GSP31iskgaudu		Sāṃkhyakārikā [Sāṃkhyasaptati]							Īśvarakṛṣṇa				6,310.00						
SA_GSP31_isvskaru	GSP31isvskaru		Sāṃkhyakārikā [Sāṃkhyasaptati]							Īśvarakṛṣṇa				1,955.00						
SA_GSP31_kavsttvu	GSP31kavsttvu		Sāṃkhyatattvapradīpa							Kavirājayati [Kavirājagiri]				2,730.00						
SA_GSP31_kestprau	GSP31kestprau		Sāṃkhyatattvapradīpikā [Sāṃkhyārthatattvapradīpikā]							Keśava				748.00						
SA_GSP31_samkhsuu	GSP31samkhsuu		Sāṃkhyasūtra							Kapila		1300	1499.0	2,673.00						
SA_GSP31_sparibhu	GSP31sparibhu		Sāṃkhyaparibhāṣā											2,409.00						
SA_GSP31_stk	GSP31stk		Sāṃkhyatattvakaumudī							Vācaspatimiśra						yes	yes			
SA_GSP31_tatsuvru	GSP31tatsuvru		Tattvasamāsasūtravṛtti [Kramadīpikā]											1,976.00						
SA_GSP31_tattvmiu	GSP31tattvmiu		Tattvamīmāṃsā											1,574.00						
SA_GSP31_tsc_bhau	GSP31tsc_bhau		Tattvayāthārthyadīpana							Bhāvāgaṇeśa [Ganesadiksita]				3,244.00						
SA_GSP31_tsc_simu	GSP31tsc_simu		Sāṃkhyatattvavivecana							Ṣimānandadīkṣita [Kṣemānanda/Kṣemendra (?)]				3,781.00						
SA_GSP31_tsc_vivu	GSP31tsc_vivu		Sāṃkhyasūtravivaraṇa											1,015.00						
SA_GSP31_ttssarvu	GSP31ttssarvu		Sarvopakāriṇī											834.00						
SA_GSP31_tttvsamu	GSP31tttvsamu		Tattvasamāsa											219.00						
SA_GSP31_vijsamsu	GSP31vijsamsu		Sāṅkhyasāra							Vijñānabhikṣu		1500	1699.0	4,196.00						
SA_GSP31_yuktdipu	GSP31yuktdipu		Yuktidīpikā											29,050.00	skip	yes				
SA_GSP32_paddhs_u	GSP32paddhs_u		Padārthadharmasaṃgraha							Praśastapāda		400	699.0	768.00	768.00					
SA_GSP32_vaisessu	GSP32vaisessu		Vaiśeṣikasūtra							Kaṇāda		250	300.0	1,084.00						
SA_GSP32_vaissu1u	GSP32vaissu1u		Vaiśeṣikasūtra							Kaṇāda				1,445.00						
SA_GSP32_vaissutika	GSP32vaissutika		Vaiśeṣikasūtraṭīkā							Candrānanda										
SA_GSP32_vvmanmhu	GSP32vvmanmhu		Mānamanohara							Vādivāgīśvara				5,537.00						
SA_GSP33_vedanta-desika	GSP33vedanta-desika		Dramidopanishad Tatparyaya Ratnavali	yes	200	Claude very high	archive.org	archive.org												
SA_GSP33_bbdip11u	GSP33bbdip11u		Brahmasūtra: Adhyāya 1, Pāda 1							Bādarāyaṇa				24,842.00						
SA_GSP33_bbdip12u	GSP33bbdip12u		Brahmasūtra: Adhyāya 1, Pāda 2							Bādarāyaṇa				11,853.00						
SA_GSP33_bbdip13u	GSP33bbdip13u		Brahmasūtra: Adhyāya 1, Pāda 3							Bādarāyaṇa				17,889.00						
SA_GSP33_bhbhg_cu	GSP33bhbhg_cu		Bhagavadāśayānusaraṇabhāsya							Bhāskara		600	799.0	28,636.00						
SA_GSP33_bhgmbh	GSP33bhgmbh		Bhagavadgītābhāṣya																	
SA_GSP33_bhgrbh	GSP33bhgrbh		Bhagavadgītābhāṣya							Rāmānuja										
