work	source	n_chunks	ling_est	nb	na	post_median	crI_lo95	crI_hi95	title
SA_GV01_rv_hn07u	anchor	17	-1232	-1500.0	-1000.0	-1127	-1382	-872	Ṛgveda: Maṇḍala 7
SA_GV01_rv_hn01u	anchor	41	-1242	-1500.0	-1000.0	-1127	-1384	-868	Ṛgveda: Maṇḍala 1
SA_GV01_rv_hn05u	anchor	15	-1242	-1500.0	-1000.0	-1126	-1387	-862	Ṛgveda: Maṇḍala 5
SA_GV01_rv_hn04u	anchor	12	-1251	-1500.0	-1000.0	-1126	-1387	-869	Ṛgveda: Maṇḍala 4
SA_GV01_rv_05_u	anchor	15	-1228	-1500.0	-1000.0	-1125	-1386	-871	Ṛgveda 5
SA_GV01_rv_hn09u	anchor	22	-1230	-1500.0	-1000.0	-1124	-1387	-863	Ṛgveda: Maṇḍala 9
SA_GV01_rv_hn03u	anchor	12	-1242	-1500.0	-1000.0	-1124	-1390	-858	Ṛgveda: Maṇḍala 3
SA_GV01_rvh1-10u	anchor	211	-1209	-1500.0	-1000.0	-1124	-1380	-867	Ṛgveda
SA_GV01_rv_hn06u	anchor	16	-1235	-1500.0	-1000.0	-1124	-1396	-871	Ṛgveda: Maṇḍala 6
SA_GV01_rv_hn10u	anchor	35	-1214	-1500.0	-1000.0	-1122	-1388	-861	Ṛgveda: Maṇḍala 10
SA_GV01_rv_04_u	anchor	12	-1239	-1500.0	-1000.0	-1122	-1384	-851	Ṛgveda 4
SA_GV01_rv_06_u	anchor	16	-1196	-1500.0	-1000.0	-1122	-1368	-857	Ṛgveda 6
SA_GV01_rv_01_u	anchor	40	-1192	-1500.0	-1000.0	-1121	-1375	-862	Ṛgveda 1
SA_GV01_rv_hn02u	anchor	9	-1208	-1500.0	-1000.0	-1120	-1377	-866	Ṛgveda: Maṇḍala 2
SA_GV01_rv_09_u	anchor	22	-1189	-1500.0	-1000.0	-1119	-1378	-850	Ṛgveda 9
SA_GV01_rv_hn08u	anchor	34	-1198	-1500.0	-1000.0	-1118	-1380	-864	Ṛgveda: Maṇḍala 8
SA_GV01_rv_10_u	anchor	35	-1145	-1500.0	-1000.0	-1113	-1370	-860	Ṛgveda 10
SA_GV01_rv_07_u	anchor	16	-1171	-1500.0	-1000.0	-1113	-1369	-860	Ṛgveda 7
SA_GV01_rv_02_u	anchor	9	-1170	-1500.0	-1000.0	-1111	-1382	-848	Ṛgveda 2
SA_GV01_rv_03_u	anchor	12	-1159	-1500.0	-1000.0	-1109	-1372	-843	Ṛgveda 3
SA_GV00_samavedu	anchor	38	-1233	-1200.0	-1000.0	-1083	-1195	-965	Sāmaveda-Saṃhitā
SA_GV00_avs___u	anchor	115	-1119	-1200.0	-800.0	-947	-1151	-727	Atharvaveda-Saṃhitā
SA_GV00_avs	anchor	60	-1060	-1200.0	-800.0	-940	-1153	-721	Atharvaveda-Saṃhitā
SA_GV_syajurvedu	anchor	22	-1066	-1200.0	-800.0	-934	-1154	-712	Śukla-Yajurveda
SA_GV00_sa_paippalAdasaMhitA	anchor	298	-999	-1200.0	-800.0	-929	-1139	-716	Paippalāda-Saṃhitā
SA_GV00_maitrs_pu	anchor	124	-790	-1200.0	-800.0	-899	-1118	-687	Maitrāyaṇī-Saṃhitā
SA_GV02_pncvbr1u	anchor	47	-910	-900.0	-700.0	-786	-901	-671	Pañcaviṃśabrāhmaṇa
SA_GV02_gopthbru	anchor	8	-680	-900.0	-700.0	-777	-894	-661	Gopatha-Brāhmaṇa
SA_GV02_gopbra_u	anchor	57	-720	-900.0	-700.0	-777	-895	-659	Gopathabrāhmaṇa
SA_GV02_kausibru	anchor	94	-561	-900.0	-700.0	-773	-887	-657	Kauṣītaki-Brāhmaṇa [Śāṅkhāyana-Brāhmaṇa]
SA_GV03_sb_13_u	anchor	14	-846	-800.0	-600.0	-686	-801	-572	Śatapatha-Brāhmaṇa 13
SA_GV03_sb_03_u	anchor	34	-788	-800.0	-600.0	-686	-799	-571	
SA_GV03_sb_04_u	anchor	27	-767	-800.0	-600.0	-686	-802	-566	Śatapatha-Brāhmaṇa 4
SA_GV03_sb_06_u	anchor	23	-764	-800.0	-600.0	-686	-801	-565	Śatapatha-Brāhmaṇa 6
SA_GV03_sb_02_u	anchor	23	-753	-800.0	-600.0	-686	-801	-574	Śatapatha-Brāhmaṇa 2
SA_GV03_sb_01_u	anchor	33	-777	-800.0	-600.0	-685	-804	-571	Śatapatha-Brāhmaṇa 1
SA_GV03_sb	anchor	111	-766	-800.0	-600.0	-685	-801	-570	Śatapatha-Brāhmaṇa
SA_GV03_sb_11_u	anchor	14	-731	-800.0	-600.0	-684	-800	-569	Śatapatha-Brāhmaṇa 11
SA_GV03_sb_07_u	anchor	18	-742	-800.0	-600.0	-683	-805	-567	Śatapatha-Brāhmaṇa 7
SA_GV03_sb_08_u	anchor	20	-724	-800.0	-600.0	-683	-795	-567	Śatapatha-Brāhmaṇa 8
SA_GV03_sb_14_u	anchor	25	-701	-800.0	-600.0	-683	-797	-568	Śatapatha-Brāhmaṇa 14
SA_GV03_sb_09_u	anchor	17	-775	-800.0	-600.0	-682	-804	-571	Śatapatha-Brāhmaṇa 9
SA_GV03_sb_10_u	anchor	13	-713	-800.0	-600.0	-681	-795	-568	Śatapatha-Brāhmaṇa 10
SA_GV01_rvkhilau	anchor	15	-835	-1000.0	-500.0	-674	-934	-417	The Khila Verses of the Ṛgveda
SA_GV06_avpray_u	anchor	14	-820	-1400.0	-300.0	-589	-992	-178	Atharvaprāyaścittāni
SA_GV04_sankharu	anchor	17	-753	-700.0	-500.0	-588	-705	-471	Śāṅkhāyana-Āraṇyaka
SA_GV05_chup	anchor	25	-705	-700.0	-500.0	-587	-701	-472	Chāndogya-Upaniṣad
SA_GV05_brup___u	anchor	27	-718	-700.0	-500.0	-587	-704	-474	Bṛhadāraṇyaka-Upaniṣad
SA_GV05_chup___u	anchor	25	-705	-700.0	-500.0	-586	-699	-471	Chāndogya-Upaniṣad
SA_GV05_brupsb5u	anchor	9	-500	-700.0	-500.0	-582	-696	-462	Bṛhadāraṇyaka-Upaniṣad: Adhyāya 5
SA_GV05_brupsb6u	anchor	12	-383	-700.0	-500.0	-577	-696	-460	Bṛhadāraṇyaka-Upaniṣad: Adhyāya 6
SA_GV05_chupsau	anchor	79	-403	-700.0	-500.0	-576	-692	-462	Chāndogya-Upaniṣad (Śaṅkarabhāṣya)
SA_GV05_chupsb_u	anchor	79	-360	-700.0	-500.0	-575	-691	-455	
SA_GV05_brupsb1u	anchor	40	-318	-700.0	-500.0	-574	-690	-459	
SA_GV05_brupsb2u	anchor	23	-280	-700.0	-500.0	-572	-686	-454	Bṛhadāraṇyaka-Upaniṣad: Adhyāya 2
SA_GV05_brupsb4u	anchor	30	-155	-700.0	-500.0	-568	-684	-450	Bṛhadāraṇyaka-Upaniṣad: Adhyāya 4
SA_GV05_brupsb3u	anchor	25	-70	-700.0	-500.0	-566	-681	-451	Bṛhadāraṇyaka-Upaniṣad: Adhyāya 3
SA_GV05_aitup__u	anchor	2	-630	-600.0	-400.0	-485	-604	-371	Aitareya-Upaniṣad
SA_GV05_aitupsbu	anchor	9	-297	-600.0	-400.0	-479	-596	-363	Aitareya-Upaniṣad
SA_GV06_manavgsu	anchor	12	-661	-600.0	-300.0	-434	-604	-264	Mānava-Gṛhyasūtra [Maitrāyaṇīyamānava-Gṛhyasūtra]
SA_GV06_asvgs_u	anchor	9	-617	-600.0	-300.0	-430	-603	-258	Āśvalāyana-Gṛhyasūtra
SA_GV06_kaussu_u	anchor	49	-577	-600.0	-300.0	-430	-600	-259	Kauśika-Sūtra
SA_GV06_vargs_u	anchor	8	-488	-600.0	-300.0	-422	-593	-256	Vārāha-Gṛhyasūtra
SA_GV06_sankhssu	anchor	65	-229	-700.0	-300.0	-411	-624	-203	Śāṅkhāyana-Śrautasūtra
SA_GV06_kauthgsu	anchor	3	679	-600.0	-300.0	-376	-547	-204	Kauthuma-Gṛhyasūtra
SA_GV06_apsulb_u	anchor	5	524	-600.0	-300.0	-370	-542	-197	Āpastamba-Śulbasūtra
SA_GV06_sankhgsu	anchor	13	334	-600.0	-300.0	-368	-532	-203	Śāṅkhāyana-Gṛhyasūtra
SA_GV06_vaitss_u	anchor	23	-489	-600.0	-200.0	-362	-583	-149	Vaitāna-Śrautasūtra [Vaitānasūtra]
SA_GV06_asvss_u	anchor	70	295	-700.0	-300.0	-344	-552	-119	Āśvalāyana-Śrautasūtra
SA_GS24_paninipu	anchor	39	537	-400.0	-300.0	-338	-397	-279	Aṣṭādhyāyī
SA_GS24_panini_u	anchor	40	615	-400.0	-300.0	-337	-397	-279	Aṣṭādhyāyī
SA_GV06_apastgcu	anchor	92	701	-600.0	-300.0	-320	-491	-153	Āpastamba-Gṛhyasūtra
SA_GV05_kaivup_u	anchor	1	532	-500.0	-200.0	-305	-480	-131	Kaivalya-Upaniṣad
SA_GV06_jaimigsu	anchor	6	-827	-500.0	-100.0	-301	-514	-78	Jaimini-Gṛhyasūtra
SA_GV05_sirup_u	anchor	2	-812	-500.0	-100.0	-281	-498	-54	Śira-Upaniṣad [Atharvaśira-Upaniṣad]
SA_GV05_kathop_u	anchor	3	-652	-500.0	-100.0	-278	-498	-62	Kaṭha-Upaniṣad
SA_GV05_isup___u	anchor	1	-1059	-500.0	-100.0	-278	-501	-57	Īśa-Upaniṣad [Īśāvāsyopaniṣad]
SA_GV05_svetugpu	anchor	3	-316	-500.0	-100.0	-256	-468	-36	Śvetāśvatara-Upaniṣad
SA_GV05_svetu_pu	anchor	3	58	-500.0	-100.0	-228	-443	-9	Śvetāśvatara-Upaniṣad
SA_GSD37_apastd_u	anchor	17	230	-350.0	-150.0	-223	-334	-110	Āpastamba-Dharmasūtra
SA_GV05_isupsb_u	anchor	3	284	-500.0	-100.0	-220	-448	4	Īśa-Upaniṣad [Īśāvāsyopaniṣad]
SA_GSP32_vaissu1u	anchor	4	533	-600.0	-100.0	-179	-445	93	Vaiśeṣikasūtra
SA_GV06_rgvidh_u	anchor	14	-129	-500.0	0.0	-169	-436	99	Ṛgvidhāna
SA_GSD37_gautdh_u	anchor	13	574	-300.0	-100.0	-163	-279	-46	Gautama-Dharmasūtra
SA_GSD37_baudhd_u	anchor	25	208	-250.0	-100.0	-161	-248	-70	Baudhāyana-śrautasūtra TODO: This is mislabeled! Wrong ID
SA_GS38_kautil	anchor	87	568	-300.0	-100.0	-158	-269	-46	Arthaśāstra
SA_GSD37_gautdhcu	anchor	20	1241	-300.0	-100.0	-139	-253	-25	Gautama-Dharmasūtra
SA_GV05_prasupbu	anchor	10	-531	-200.0	100.0	-59	-231	113	Praśna-Upaniṣad
SA_GV05_prasup_u	anchor	3	-728	-200.0	100.0	-55	-224	113	Praśna-Upaniṣad
SA_GV05_mand_upu	anchor	1	-215	-200.0	100.0	-31	-202	141	Māṇḍūkya-Upaniṣad
SA_K10_ekottaru	anchor	11	386	-250.0	100.0	-14	-206	184	Ekottarāgama [Ekottarāgamasūtra]
SA_K10_bsu023_u	anchor	4	406	-200.0	100.0	-10	-180	155	Madhyamakaśālistambasūtra
SA_K10_bsu031	anchor	4	401	-200.0	100.0	-6	-175	163	Śālistambasūtra
SA_GSD37_vasist_u	anchor	22	158	-150.0	100.0	-4	-142	132	Vāsiṣṭadharmasūtra
SA_T07_dhrmsk_u	anchor	16	327	-200.0	100.0	-2	-176	166	Dharmaskandha
SA_GV05_mandup_u	anchor	1	-477	-200.0	200.0	17	-209	247	Māṇḍūkya-Upaniṣad
SA_K05_bsu049_u	anchor	118	464	-100.0	100.0	25	-90	139	Aṣṭasāhasrikā Prajñāpāramitā [Aṣṭasāhasrikāprajñāpāramitāsūtra]
SA_GE09_ram_03_u	anchor	44	517	-400.0	100.0	29	-230	278	Rāmāyaṇa: 3. Araṇyakāṇḍa
SA_K14_dhppat_u	anchor	17	153	-250.0	200.0	42	-201	272	Patna Dharmapada
SA_K01_bhivin_u	anchor	80	186	-200.0	200.0	53	-162	264	Bhikṣuṇīvinaya
SA_K10_udanav_u	anchor	23	-174	-75.0	200.0	62	-97	214	Udānavarga
SA_K01_n742u	anchor	82	260	-200.0	200.0	65	-151	282	Bhikṣuṇīvinaya
SA_K01_abhisdhu	anchor	76	194	-100.0	200.0	80	-91	247	Abhisamācārikadharma
SA_K14_mavadsuu	anchor	11	276	-100.0	200.0	81	-88	248	Mahāvadānasūtra
SA_K01_bhikavau	anchor	7	454	-100.0	200.0	87	-84	263	Bhikṣuṇī-Karmavācanā
SA_GSP33_brahmsuu	anchor	6	642	-200.0	200.0	90	-132	311	Brahmasūtra
SA_GSP33_brahms2u	anchor	6	628	-200.0	200.0	90	-127	307	Brahmasūtra
SA_K14_n445u	anchor	14	473	-100.0	200.0	96	-71	262	Mahāvadānasūtra
SA_GE09_ram_04_u	anchor	42	455	-400.0	200.0	98	-193	382	Rāmāyaṇa: 4. Kiṣkindhākāṇḍa
SA_GV05_brbiuppu	anchor	1	117	-200.0	300.0	99	-185	383	Brahmabindu-Upaniṣad
SA_GE09_ram_03pu	anchor	42	887	-400.0	100.0	102	-157	352	Rāmāyaṇa: 3. Araṇyakāṇḍa
SA_GE09_ram_02su	anchor	65	455	-400.0	200.0	105	-199	396	Rāmāyaṇa: 2. Ayodhyākāṇḍa
SA_K10_bsu036_u	anchor	74	498	-100.0	200.0	106	-65	277	Saddharmapuṇḍarīkasūtra
SA_K10_adbhutdu	anchor	1	573	-50.0	220.0	108	-51	260	Adbhutadharmaparyāya [Adbhutadharmaparyāyasūtra]
SA_K01_prmosufu	anchor	2	260	-200.0	300.0	110	-151	383	Prātimokṣasūtra
SA_K10_bsu032_u	anchor	2	586	1.0	200.0	115	-4	229	Sukhāvatyamṛtavyūha [Sukhāvatī(amṛta)vyūhasūtra] aka the Smaller Sukhāvatīvyūha
SA_K10_sukhvysu	anchor	2	762	1.0	200.0	116	-0	236	Sukhāvatyamṛtavyūha [Sukhāvatī(amṛta)vyūhasūtra] aka the Smaller Sukhāvatīvyūha
SA_T13_n929u	anchor	24	218	80.0	150.0	116	67	165	Saundarananda Mahākāvya
SA_T02_bsa045_u	anchor	1	436	80.0	150.0	117	68	165	Gurupañcāśikā
SA_GK19_asvsaunu	anchor	22	356	80.0	150.0	118	70	167	Saundarananda
SA_GK19_asvsau2u	anchor	23	315	80.0	150.0	118	68	165	Saundarananda
SA_K08_bsu020_u	anchor	12	493	1.0	199.0	118	1	218	Kāśyapaparivartasūtra [Kāśyapaparivarta]
SA_T11_bsa020_u	anchor	1	803	80.0	150.0	118	70	167	Vajrasūcī
SA_GK19_asvbc_1u	anchor	26	462	80.0	150.0	118	70	165	Buddhacarita
SA_GK19_asvbuc2u	anchor	21	555	80.0	150.0	118	69	168	Buddhacarita
SA_GK20_dramfrag_pu	anchor	8	635	80.0	150.0	119	69	167	Dramatic Fragments (buddhist)
SA_GSP29_nysu51pu	anchor	4	586	-150.0	250.0	119	-103	345	Nyāyasūtra 5.1
SA_GE09_ram_05_u	anchor	55	515	-400.0	200.0	120	-181	408	Rāmāyaṇa: 5. Sundarakaṇḍa
SA_K08_kasyparu	anchor	15	511	1.0	199.0	121	7	237	Kāśyapaparivartasūtra [Kāśyapaparivarta]
SA_GV05_garbhupu	anchor	1	595	-200.0	300.0	122	-153	399	Garbha-Upaniṣad
SA_K07_bsu033_u	anchor	14	602	0.0	200.0	123	7	244	Sukhāvatīvyūha
SA_GS40_caraka_u	anchor	47	841	-100.0	200.0	127	-45	292	Carakasaṃhitā
SA_K07_sukhvylu	anchor	24	698	0.0	200.0	129	16	244	Sukhāvatīvyūha
SA_K01_prmosubu	anchor	10	336	-200.0	300.0	129	-138	393	Prātimokṣasūtra
SA_GSP29_gaunys_u	anchor	11	555	-150.0	250.0	130	-84	350	Nyāyasūtra
SA_K01_prmosu_u	anchor	8	337	-200.0	300.0	132	-119	394	Prātimokṣasūtra
SA_GE07_bhg4c10u	anchor	13	908	1.0	200.0	132	12	246	Bhagavadgītā 10
SA_GE07_bhg4c11u	anchor	16	873	1.0	200.0	132	16	248	Bhagavadgītā 11
SA_GV05_ndbiuppu	anchor	1	280	-100.0	300.0	133	-97	359	Nādabindu-Upaniṣad
SA_K10_sf140_sc	anchor	3	416	50.0	200.0	133	42	221	Vimalakīrtinirdeśasūtra [Vimalakīrtinirdeśa]
SA_GE07_bhg4c12u	anchor	8	1060	1.0	200.0	133	22	251	Bhagavadgītā 12
SA_K10_vimkn_u	anchor	32	531	1.0	250.0	135	9	199	Vimalakīrtinirdeśa [Vimalakīrtinirdeśasūtra]
SA_GE07_bhg4c01u	anchor	8	1026	1.0	200.0	135	18	252	Bhagavadgītā 1
SA_T05_bsa062_u	anchor	2	648	-200.0	300.0	137	-126	405	Śālistambakakārikā [Āryaśālistambakakārikā]
SA_K10_bsu061_u	anchor	37	698	50.0	200.0	137	54	197	Vimalakīrtinirdeśasūtra [Vimalakīrtinirdeśa]
SA_GE09_ram_02_u	anchor	106	594	-400.0	200.0	139	-155	429	Rāmāyaṇa: 2. Ayodhyākāṇḍa
SA_GE07_bhg4c02u	anchor	34	1000	1.0	200.0	140	28	256	Bhagavadgītā 2
SA_GSP29_nysvbh_u	anchor	65	539	-150.0	250.0	141	-73	349	Nyāyasūtra
SA_GE07_bhg4c03u	anchor	19	1006	1.0	200.0	141	22	254	Bhagavadgītā 3
SA_K01_bsu046_u	anchor	9	425	-200.0	300.0	143	-119	405	Prātimokṣasūtra
SA_K01_prmosulu	anchor	12	403	-200.0	300.0	151	-115	414	Prātimokṣasūtra
SA_GSP33_brssbh4u	anchor	16	113	-200.0	400.0	151	-134	442	Brahmasūtra: Adhyāya 4
SA_GSP33_brssbh1u	anchor	56	118	-200.0	400.0	152	-132	446	Brahmasūtra: Adhyāya 1
SA_K10_divav29u	anchor	26	419	100.0	200.0	154	97	212	Aśokāvadāna
SA_GSP28_jaimsutu	anchor	27	632	100.0	199.0	156	98	214	Mīmāṃsāsūtra
SA_GSP33_brssbh3u	anchor	38	155	-200.0	400.0	167	-132	449	Brahmasūtra: Adhyāya 3
SA_K08_bsu029_u	anchor	13	558	1.0	269.0	169	21	324	Rāṣṭrapālaparipṛcchā [Rāṣṭrapālaparipṛcchāsūtra]
SA_K03_psp_4u	anchor	56	510	-50.0	285.0	174	-11	357	Pañcaviṃśatisāhasrikā Prajñāpāramitā IV [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_K03_psp_6-8u	anchor	50	542	-50.0	285.0	179	-2	371	Pañcaviṃśatisāhasrikā Prajñāpāramitā VI-VIII [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_K03_psp_5u	anchor	51	553	-50.0	285.0	180	-11	361	Pañcaviṃśatisāhasrikā Prajñāpāramitā V [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_K07_pplg202u	anchor	3	629	0.0	299.0	183	17	353	Larger Prajñāpāramitā [Pañcaviṃśatisāhasrikā Prajñāpāramitā, Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_T04_bsa015_u	anchor	3	598	100.0	250.0	183	98	270	Suhṛllekha
SA_K10_sf89_sc	inferred	1	-589			184	-639	991	
SA_K09_bsu014_u	anchor	34	536	100.0	250.0	185	98	273	Daśabhūmikasūtra
SA_T01_n832u	anchor	2	356	50.0	299.0	187	42	333	Daśabhūmīśvaro nāma mahāyānasūtraratnarājastotra
SA_GE09_ram_01_u	anchor	40	555	-200.0	300.0	189	-68	439	Rāmāyaṇa: 1. Bālakāṇḍa
SA_K07_pplg1__u	anchor	12	573	0.0	299.0	190	20	362	Larger Prajñāpāramitā [Pañcaviṃśatisāhasrikā Prajñāpāramitā, Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_GE09_ram_07_u	anchor	55	516	0.0	299.0	195	26	363	Rāmāyaṇa: 7. Uttarakāṇḍa
SA_T07_n772u	anchor	27	538	0.0	299.0	195	29	368	Abhidharmāmṛta
SA_GE07_mbh_17_u	anchor	3	485	-300.0	400.0	196	-156	552	Mahābhārata: Mahāprasthānikaparvan
SA_K10_bsu022_u	anchor	90	551	1.0	300.0	198	30	366	Lalitavistara [Lalitavistarasūtra]
SA_GK22_vispancu	anchor	81	677	-100.0	300.0	199	-18	414	Pañcatantra
SA_T04_nagmmk_u	anchor	9	19	150.0	250.0	200	140	261	Mūlamadhyamakakārikā
SA_T04_bsa027_u	anchor	10	112	150.0	250.0	201	141	259	Madhyamakaśāstra
SA_T04_bsa021_u	anchor	2	294	150.0	250.0	202	144	262	Vigrahavyāvartanī
SA_T04_nagvvy_u	anchor	2	141	150.0	250.0	202	143	261	Vigrahavyāvartanīkārikā
SA_T10_nrat_2_u	anchor	1	313	150.0	250.0	202	140	261	Ratnāvalī [Ratnamālā] 2
SA_T10_nrat_1_u	anchor	2	591	150.0	250.0	202	143	262	Ratnāvalī [Ratnamālā] 1
SA_T04_nagvigvu	anchor	8	395	150.0	250.0	203	144	262	Vigrahavyāvartanī
SA_T04_n848u	anchor	1	772	150.0	250.0	203	145	262	Niraupamyastava
SA_GK22_vispancu_e	anchor	26	713	-100.0	300.0	203	-10	417	Pañcatantra
SA_T10_nrat_4_u	anchor	2	609	150.0	250.0	203	145	261	Ratnāvalī [Ratnamālā] 3
SA_T10_bsa025_u	anchor	5	514	150.0	250.0	204	145	263	Ratnāvalī [Ratnamālā]
SA_K03_psp_2-3u	anchor	50	651	0.0	300.0	205	37	374	Pañcaviṃśatisāhasrikā Prajñāpāramitā II-III [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_T05_nagsaliu	anchor	17	616	150.0	250.0	206	150	263	Śālistambakamahāyānasūtraṭīkā [Āryaśālistambakamahāyānasūtraṭīkā]
SA_T01_rahppspu	anchor	1	701	100.0	300.0	210	93	329	Prajñāpāramitāstotra
SA_GSP34_yogsubhu	anchor	9	355	100.0	299.0	210	99	324	Yogasūtra
SA_GSD36_manu2p_u	anchor	54	298	100.0	300.0	210	98	322	
SA_GSP29_nystik_u	anchor	202	997	-150.0	250.0	210	-2	426	Nyāyasūtra
SA_K10_divav33u	anchor	42	322	100.0	299.0	211	102	325	Śārdūlakarṇāvadāna
SA_GSP34_patyog_u	anchor	2	587	100.0	299.0	211	96	326	Yogasūtra
SA_T01_naglok_u	anchor	1	700	100.0	300.0	212	95	327	Lokātītastava
SA_GSP34_patyogbu	anchor	16	425	100.0	299.0	213	100	329	Yogasūtra with Bhāṣya
SA_GSP34_yogasutu	anchor	3	681	100.0	299.0	214	97	333	Yogasūtra
SA_K03_pvspl_u	anchor	4	571	100.0	300.0	215	96	334	Pañcaviṃśatisāhasrikā Prajñāpāramitā [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_T16_n2916u	inferred	1	-496			217	-593	1027	Svastyayanagāthā
SA_GK17_chandovu	anchor	3	886	100.0	299.0	218	98	332	Chandoviciti
SA_K10_ratnakeu	anchor	27	550	100.0	299.0	218	101	334	Mahāsannipātaratnaketudhāraṇīsūtra  [Ratnaketuparivarta, Ratnaketudhāraṇīsūtra]
SA_GS24_pmbhasuu	anchor	281	523	100.0	299.0	218	101	333	Vyākaraṇamahābhāṣya [Mahābhāṣya]
SA_K10_bsu024_u	anchor	22	570	100.0	299.0	220	106	333	Mahāsannipātaratnaketudhāraṇīsūtra  [Ratnaketuparivarta, Ratnaketudhāraṇīsūtra]
SA_GE07_mbh_12_u	anchor	344	385	-200.0	400.0	220	-73	498	Mahābhārata: Śāntiparvan
SA_GE07_mbh_18_u	anchor	7	482	-400.0	400.0	220	-150	585	Mahābhārata: Svargārohaṇaparvan
SA_T04_nagyuksu	anchor	1	753	150.0	280.0	220	141	296	Yuktiṣaṣṭikārikā
SA_T04_bsa016_u	anchor	2	696	150.0	280.0	220	142	295	Śūnyatāsaptati
SA_K03_pspdut2u	anchor	129	606	100.0	300.0	221	105	336	Pañcaviṃśatisāhasrikā Prajñāpāramitā [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]
SA_T04_bsa028_u	anchor	1	532	170.0	270.0	222	161	281	Catuḥśatikā
SA_GE07_bhg4c08u	anchor	11	720	100.0	300.0	223	106	342	Bhagavadgītā 8
SA_GE07_mbh_10_u	anchor	18	453	-300.0	400.0	224	-110	545	Mahābhārata: Sauptikaparvan
SA_T02_bsa006_u	anchor	3	967	170.0	270.0	224	164	284	Cittaviśuddhiprakaraṇa
SA_T02_bsa048_u	anchor	5	859	170.0	270.0	225	166	286	Caryāmelāvaṇapradīpa
SA_GE07_mbh_05_u	anchor	158	427	-300.0	400.0	228	-94	549	Mahābhārata: Udyogaparvan
SA_K14_mhvastuu	anchor	267	427	-200.0	400.0	228	-54	526	Mahāvastu-avadāna
SA_GE07_mbh_15_u	anchor	24	468	-300.0	400.0	229	-84	556	Mahābhārata: Āśramavāsikaparvan
SA_GE07_mbh_11_u	anchor	18	474	-300.0	400.0	229	-92	563	Mahābhārata: Strīparvan
SA_GE07_mbh_13_u	anchor	267	434	-400.0	400.0	230	-116	575	Mahābhārata: Anuśāsanaparvan
SA_K10_bsu039_u	anchor	1	397	1.0	399.0	230	-6	461	Triskandhasūtra
SA_GE07_bhg4c07u	anchor	14	1008	100.0	300.0	230	116	346	Bhagavadgītā 7
SA_GE07_mbh_14_u	anchor	98	436	-300.0	400.0	231	-93	541	Mahābhārata: Aśvamedhikaparvan
SA_GE07_bhg4c05u	anchor	13	997	100.0	300.0	231	118	348	Bhagavadgītā 5
SA_GE07_mbh_16_u	anchor	8	532	-300.0	400.0	232	-97	570	Mahābhārata: Mausalaparvan
SA_GE07_bhg4c09u	anchor	16	1000	100.0	300.0	232	117	344	Bhagavadgītā 9
SA_GE07_bhg4c04u	anchor	17	978	100.0	300.0	233	114	349	Bhagavadgītā 4
SA_GE07_bhg4c06u	anchor	24	1008	100.0	300.0	236	114	349	Bhagavadgītā 6
SA_T06_srabhu_u	anchor	74	244	200.0	270.0	236	187	285	Yogācārabhūmi: Śrāvakabhūmi
SA_T17_kukalpmu	anchor	15	624	150.0	299.0	236	148	323	Kalpanāmaṇḍitikā
SA_T06_srabhusu	anchor	118	368	200.0	270.0	237	189	287	Yogācārabhūmi: Śrāvakabhūmi
SA_K14_pamsuavu	anchor	1	744	100.0	350.0	240	94	386	Pāṃśupradāna-avadāna
SA_K01_vinv06_u	anchor	70	375	1.0	400.0	244	26	458	Bhaiṣajyavastu
SA_GE07_hv_conpu	anchor	175	501	-100.0	400.0	250	-4	498	Harivaṃśa
SA_GSP33_brssbh2u	anchor	44	526	-200.0	400.0	251	-43	539	Brahmasūtra: Adhyāya 2
SA_K10_n446u	anchor	2	742	1.0	400.0	252	23	477	Meghasūtra
SA_GE07_bhgce__u	anchor	15	487	1.0	400.0	253	39	472	Bhagavadgītā
SA_T17_matpra_u	anchor	3	801	200.0	300.0	253	192	312	Prasādapratibhodhava [Śatapañcāśatka]
SA_K08_bsu040_u	anchor	1	604	50.0	400.0	254	56	459	Vinayaviniścaya upāliparipṛcchā [Vinayaviniścaya upāliparipṛcchā sūtra]
SA_GE07_mbh_01_u	anchor	263	499	-400.0	400.0	255	-87	601	Mahābhārata: Ādiparvan
SA_GSP29_nysvbh1u	anchor	60	415	-150.0	450.0	256	-19	541	Nyāyasūtra + Bhāṣya
SA_T04_bsa013_u	anchor	1	292	150.0	350.0	257	138	372	Pratītyasamutpādahṛdayavyākhyāna
SA_GE07_mbh_03_u	anchor	276	492	-400.0	400.0	258	-97	605	Mahābhārata: Āraṇyakaparvan
SA_K01_vinv09_u	anchor	5	88	1.0	499.0	258	-5	523	Kośāmbakavastu
SA_GE07_mbh_02_u	anchor	105	522	-400.0	400.0	263	-71	608	Mahābhārata: Sabhāparvan
