work	source	n_chunks	ling_est	nb	na	post_median	crI_lo95	crI_hi95	title
SA_T02_n2884u	anchor	6	1155	825.0	875.0	851	803	902	Samantabhadra nāma sādhana ṭīkā
SA_MB_saandilyopanisatHK	inferred	9	920			851	305	1417	Unknown: śāṇḍilyopaniṣat
SA_GSP30_vasspacu	anchor	12	973	800.0	900.0	851	792	911	Spandakārikā
SA_MB_SpandakarikaRamakanthaHK	anchor	20	1093	800.0	900.0	853	794	909	kallaṭa bhaṭṭa: spandakārikā with vivṛtti by rāmakaṇṭha
SA_MB_sivadharmottaraHK	inferred	30	911			854	329	1356	Unknown: śivadharmottara
SA_MB_kaamaakhyaatantraHK	inferred	9	927			854	273	1423	Unknown: kāmākhyātantra
SA_MB_gitarthasamgrahaHK	inferred	36	908			854	341	1378	Unknown: bhagavadgītā
SA_T02_Munidatta_Caryāgītikoṣa_Bagchi_1956	inferred	22	917			855	335	1379	
SA_MB_ahirbudhnyasamhitaa2HK	inferred	48	905			855	358	1377	Unknown: ahirbudhnya saṃhita Volume 2
SA_MB_amrtabinduupanisatHK	inferred	1	1093			856	47	1649	Unknown: amṛtabindūpaniṣat
SA_GS24_samanv_u	inferred	5	942			856	250	1455	Samanvayadiś
SA_MB_jnanadiksaHK	inferred	2	1000			858	149	1571	Unknown: jñānadīkṣā
SA_MB_kalottaratantraHK	inferred	57	910			859	353	1384	Unknown: kāllotara
SA_T02_n2963u	inferred	1	1119			859	69	1652	Āryamāyājālamahātantroddhṛtamaṇḍalagāthāṭippaṇī
SA_T01_n825u	inferred	1	1116			860	35	1650	Ratnamālāstotra
SA_T02_n1398u	inferred	1	1113			861	40	1643	Guhyāvalī
SA_T16_n2875u	inferred	2	1009			863	146	1555	Śvānastavakāvya
SA_MB_kuladiipikaaHK	inferred	17	923			863	302	1414	tryambakabhaṭṭaraka: kuladīpikā
SA_MB_brahmavidyaopanisatHK	inferred	6	934			863	264	1472	Unknown: brahmavidyopaniṣat
SA_MB_prodgitagamaHK	inferred	3	986			863	232	1515	Unknown: prodgītāgama
SA_MB_SpKaavrittivivrtiHK	anchor	32	1144	825.0	900.0	864	816	915	kallaṭa bhaṭṭa: spandakārikā
SA_GSP30_adyapppu	inferred	1	1117			866	63	1650	Anuttaraprakāśapañcāśikhā
SA_T02_Rāmapāla_Sekanirdeśapañjikā_Isaacson-Sferra_2014	inferred	17	938			867	312	1418	
SA_MB_saivakaalavivekaHK	inferred	40	922			867	347	1390	Unknown: śaivakalāviveka
SA_T16_tarkrsau	inferred	31	922			867	344	1393	Tarkarahasya
SA_MB_kamalanamniHK	inferred	133	922			868	364	1378	prāṇamañjarī: kāmyakarmakamalā
SA_MB_umasamhitaHK	inferred	29	930			868	338	1387	Unknown: umāsaṃhitā
SA_GP12_sivap1_u	inferred	32	937			869	352	1407	
SA_GSP31_kavsttvu	inferred	5	979			870	247	1482	Sāṃkhyatattvapradīpa
SA_GR14_dhyggs_u	inferred	12	936			870	322	1439	Gauragovindārcanasmaraṇapaddhati
SA_T08_sghancsu	inferred	5	976			870	263	1490	Śrighanācārasaṃgraha
SA_GSP33_samkaubh_u	anchor	14	-56	800.0	1099.0	870	703	1039	Kaṭhopaniṣadbhāṣya
SA_GSP28_prakp08u	anchor	7	693	800.0	950.0	871	787	961	Prakaraṇapañcikā: Prakaraṇa 8
SA_GSP28_prakp05u	anchor	2	671	800.0	950.0	871	783	963	Prakaraṇapañcikā: Prakaraṇa 5
SA_GSP28_prakp10u	anchor	3	819	800.0	950.0	872	780	961	Prakaraṇapañcikā: Prakaraṇa 10
SA_GSP28_prakp02u	anchor	1	931	800.0	950.0	872	785	962	Prakaraṇapañcikā: Prakaraṇa 2
SA_MB_naadabinduupanisatHK	inferred	3	1009			872	214	1549	Unknown: nādabindūpaniṣat
SA_GSP28_prakp06u	anchor	9	810	800.0	950.0	873	786	963	Prakaraṇapañcikā: Prakaraṇa 6
SA_GSP28_prakp04u	anchor	5	854	800.0	950.0	873	788	963	Prakaraṇapañcikā: Prakaraṇa 4
SA_GSP28_prakp14u	anchor	2	756	800.0	950.0	873	783	960	Prakaraṇapañcikā: Prakaraṇa 14
SA_GSP28_prakp03u	anchor	2	822	800.0	950.0	873	785	964	Prakaraṇapañcikā: Prakaraṇa 3
SA_GSP28_prakp12u	anchor	2	891	800.0	950.0	873	786	964	Prakaraṇapañcikā: Prakaraṇa 12
SA_GSP28_prakp09u	anchor	3	811	800.0	950.0	873	783	961	Prakaraṇapañcikā: Prakaraṇa 9
SA_GSP28_prakp01u	anchor	4	930	800.0	950.0	874	784	959	Prakaraṇapañcikā: Prakaraṇa 1
SA_MB_amrtanaadopanisatHK	inferred	2	1039			874	142	1601	Unknown: amṛtanādopaniṣat
SA_GSP29_nyaka	anchor	60	899	850.0	900.0	875	827	922	Nyāyakalikā
SA_K12_bsu050_u	anchor	1	523	700.0	1099.0	877	651	1111	Svalpākṣarā prajñāpāramitā
SA_GSP29_nyamanu	anchor	155	848	850.0	910.0	880	830	928	Nyāyamañjari
SA_T01_busto1_u	inferred	7	964			881	294	1456	Anaparāddhastotra
SA_MB_satsahasrakalottaragamaHK	inferred	48	940			883	371	1398	Unknown: ṣatṣahasrakālottarāgama
SA_MB_natyrasatrav2HK	inferred	99	954			883	400	1399	Unknown: nāṭyaśāstram Vol. 2
SA_T11_n1242u	anchor	9	813	700.0	1100.0	883	658	1103	Nyāyabinduṭīkāṭippaṇī
SA_T02_Vibhūticandra-Raviśrījñāna_Amṛtakaṇikoddyotanibandha_Lal_1994	inferred	58	954			884	385	1416	
SA_T02_n2906u	inferred	2	1066			884	183	1628	Mantroddhāra
SA_MB_laksmiitantramHK	inferred	101	944			885	384	1390	Unknown: lakṣmītantra
SA_GR13_bhnstcpu	anchor	3	850	850.0	925.0	887	838	935	Stavacintāmaṇi
SA_MB_yogatattvopanisatHK	inferred	6	980			887	274	1471	Unknown: yogatattvopaniṣat
SA_GP10_bhp_05u	anchor	15	606	800.0	1000.0	887	776	1000	Bhāgavata-Purāṇa 5
SA_MB_sivadrstiHK	anchor	55	1139	850.0	925.0	888	838	936	somānanda: śivadṛṣṭi
SA_T02_nagpancu	anchor	7	621	800.0	999.0	889	777	1006	Pañcakrama
SA_GP10_bhp_08u	anchor	20	685	800.0	1000.0	889	772	1007	Bhāgavata-Purāṇa 8
SA_GP10_bhp_06u	anchor	18	668	800.0	1000.0	890	772	1006	Bhāgavata-Purāṇa 6
SA_GP10_bhp_03u	anchor	31	730	800.0	1000.0	890	776	1010	Bhāgavata-Purāṇa 3
SA_GP10_bhp_04u	anchor	30	684	800.0	1000.0	891	772	1004	Bhāgavata-Purāṇa 4
SA_GP10_bhp_12u	anchor	12	709	800.0	1000.0	891	770	1013	Bhāgavata-Purāṇa 12
SA_GP10_bhp_02u	anchor	9	742	800.0	1000.0	892	779	1006	Bhāgavata-Purāṇa 2
SA_T02_nagpindu	anchor	5	665	800.0	999.0	892	777	1009	Piṇḍīkrama
SA_GP10_bhp_10u	anchor	87	723	800.0	1000.0	892	778	1008	Bhāgavata-Purāṇa 10
SA_GP10_bhp_11u	anchor	29	799	800.0	1000.0	892	777	1010	Bhāgavata-Purāṇa 11
SA_MB_trotalamahatantramHK	inferred	15	968			893	329	1424	Unknown: troṭalātantra
SA_GP10_bhp_09u	anchor	20	710	800.0	1000.0	893	772	1009	Bhāgavata-Purāṇa 9
SA_GSP28_prakp13u	anchor	8	850	800.0	999.0	894	780	1014	Prakaraṇapañcikā: Prakaraṇa 13, Paricchedas 1 & 2
SA_GP10_bhp_07u	anchor	17	762	800.0	1000.0	894	778	1007	Bhāgavata-Purāṇa 7
SA_GK19_akadambu	anchor	18	831	799.0	999.0	896	782	1016	Kādambarīkathāsāra
SA_GSP28_prakp11u	anchor	19	928	800.0	999.0	897	781	1013	Prakaraṇapañcikā: Prakaraṇa 11, Paricchedas 1 & 2
SA_GK19_bhall_pu	anchor	3	935	800.0	999.0	897	778	1012	Bhallaṭaśataka
SA_GK20_rmc1-3pu	anchor	7	956	799.0	999.0	898	783	1013	Rāmacaritamahākāvya 1–3
SA_GP10_bhpc101u	anchor	11	900	800.0	1000.0	898	776	1013	Bhāgavata-Purāṇa 10, 29–33
SA_GSD36_manubhau	anchor	356	599	820.0	1000.0	898	796	1002	Manubhāṣya
SA_MB_ascaryayogamalaHK	inferred	8	991			898	316	1468	nāgārjuna: āścaryayogamālā
SA_GK19_jagpranu	inferred	3	1054			898	233	1583	Prāṇābharaṇa
SA_T02_n1402u	anchor	15	991	850.0	950.0	900	841	957	Mahāmāyātantra
SA_MB_STAVACINTAAMANI_hk	anchor	22	1216	850.0	950.0	902	843	962	bhaṭṭanārayaṇa: stavacintāmaṇi
SA_MB_hamsopanisadHK	inferred	3	1043			902	243	1556	Unknown: haṃsopaniṣat
SA_T02_Dauḍīpāda-Ghanadeva_Guhyāvalīvivṛti_Dhīḥ_2008	inferred	4	1039			906	246	1537	
SA_MB_tejobinduupanisatHK	inferred	11	993			908	363	1464	Unknown: tejobindūpaniṣat
SA_GSP29_nyabhu	anchor	32	970	860.0	960.0	909	849	968	Nyāyabhūṣaṇa
SA_GSP33_vacbhamu	anchor	172	929	840.0	980.0	910	829	990	Bhāmatī
SA_MB_kaulajnaananirnayaHK	anchor	15	708	800.0	1050.0	910	768	1050	matsyendrānātha: kaulajñānanirṇaya
SA_MB_samnyaasaupanisadHK	inferred	57	983			911	403	1410	Unknown: saṃnyāsa upaniṣads
SA_MB_paraatrisikaataatparyadiipikaaHK	anchor	11	1108	875.0	950.0	913	864	964	somānanda II: parātriśikātātparyadīpikā and śāktavijñāna
SA_GSP33_bhgsbh	anchor	73	612	800.0	1099.0	914	749	1084	Bhagavadgītābhāṣya
SA_MB_trisikhibrahmanopanisatHK	inferred	8	1029			915	333	1487	Unknown: triśikhibrāhmaṇopaniṣat
SA_MB_kulalasastraHK	inferred	14	1006			915	370	1455	Unknown: kulālaśāstra
SA_T02_Ratnākaraśānti_Muktāvalī-Hevajratantra_Tripathi-Negi_2001	inferred	57	994			916	382	1425	
SA_MB_paraanandasutraHK	anchor	34	556	850.0	1000.0	916	832	1007	parānanda muni: parānandasūtra
SA_MB_natyasatrav3HK	inferred	66	985			916	404	1417	Unknown: nāṭyaśāstram Vol. 3
SA_MB_natyasatrav1HK	inferred	99	994			918	422	1422	Unknown: nāṭyaśāstram Vol. 1
SA_GP12_agp_bi_u	anchor	326	934	750.0	1100.0	919	722	1107	Agni-Purāṇa
SA_MB_sivadharma_nandiproktaHK	inferred	5	1038			919	284	1516	Unknown: śivadharma nandiprokta
SA_MB_laksmiitantraHK	inferred	96	989			920	427	1433	Unknown: lakṣmītantra
SA_MB_yogasarasamgrahaHK	inferred	34	999			920	387	1444	Unknown: yogasārasaṃgraha
SA_MB_bhagavadgiitaa_ramakanthaHK	inferred	80	995			922	419	1427	Unknown: bhagavadgītā
SA_MB_saundaryalahariHK	anchor	70	1143	700.0	1100.0	922	709	1148	śaṃkarācārya attributed to: saundaryalaharī
SA_MB_kriyaasaaratattvaprakaasiniivyaakhyaaHK	inferred	114	1004			923	415	1451	Unknown: kriyāsāratattvaprakāśinīvyākhyā
SA_GR13_somsv_u	anchor	1	651	900.0	950.0	923	874	972	Śāktavijñāna
SA_GSP30_utipk_pu	anchor	9	831	900.0	950.0	924	875	972	Īśvarapratyabhijñāvṛtti
SA_GR14_utajp_pu	anchor	2	997	900.0	950.0	924	873	973	Ajaḍapramātṛsiddhi
SA_MB_IISVARASIDDHI_hk	anchor	6	956	900.0	950.0	924	877	973	utpaladeva: īśvarasiddhi
SA_T02_n1416u	anchor	3	891	700.0	1199.0	924	654	1191	Caryāgītikoṣa
SA_GR13_utsivsau	anchor	9	1032	900.0	950.0	925	875	975	Śivastotrāvālī
SA_MB_sivastotraavaliiHK	anchor	36	1230	900.0	950.0	926	877	975	utpaladeva: śivastotravalī
SA_GSP30_aparmyou	anchor	17	734	800.0	1099.0	926	760	1094	Paramārthasāra
SA_MB_diiksottaraHK	inferred	37	1007			926	417	1441	Unknown: dīkṣottara
SA_GSP33_samkupad_u	anchor	21	767	800.0	1099.0	928	759	1102	Upadeśasāhasrī
SA_MB_jnaanakaarikaaHK	anchor	2	539	800.0	1100.0	930	752	1106	matsyendrānātha: jñānakārikā
SA_MB_varahopanisatHK	inferred	11	1033			930	371	1487	Unknown: vārāhopaniṣat
SA_GSP28_mimsvtku	anchor	145	827	800.0	1099.0	931	761	1103	Mīmāṃsāślokavārttikakāśikā
SA_MB_yogasikhopanisatHK	inferred	16	1020			932	377	1474	Unknown: yogaśikhopaniṣat
SA_GSP30_bodhpanu	anchor	1	337	800.0	1099.0	932	758	1104	Bodhapañcadaśikā
SA_T02_n2961u	inferred	7	1053			933	351	1516	Tattvajñānasaṁsiddhi-mahāsukharakāśikā-ṭīkā
SA_GSP30_tantralu	anchor	117	881	800.0	1099.0	933	768	1101	Tantrāloka
SA_MB_paraatriisikaalaghuvrttiHK	inferred	7	1038			935	339	1503	Unknown: parātrīśikālaghuvṛtti
SA_MB_jnanasiddhyagamaHK	inferred	17	1027			936	391	1479	Unknown: jñānasiddhyāgama
SA_MB_kaalikaarahasyamHK	inferred	2	1152			936	249	1670	Unknown: kālikārahasya
SA_GSP30_anuttaru	anchor	1	819	800.0	1099.0	938	762	1115	Anuttarāṣṭikā
SA_GSP28_durdhpru	anchor	118	892	800.0	1099.0	938	773	1106	Dharmottarapradīpa
SA_MB_kulacuu.daama.nitantraHK	inferred	10	1064			938	381	1518	Unknown: kulacūḍāmaṇi nigama
SA_MB_yogakundalyupanisatHK	inferred	6	1066			940	355	1530	Unknown: yogakuṇḍalyupaniṣat
SA_T02_Kṛṣṇācārya_Yogaratnamālā-Hevajratantra_Tripathi-Negi_2006	inferred	52	1029			940	441	1464	
SA_MB_timirodghataHK	inferred	10	1054			940	379	1502	Unknown: timirodhghāṭatantra
SA_GSP30_abhiprvu	anchor	50	947	800.0	1099.0	941	772	1111	Īśvarapratyabhijñāvimarśinī
SA_GK19_aghatkvu	anchor	5	924	800.0	1099.0	941	776	1117	Ghaṭakarparakāvya
SA_GS40_grasht_u	anchor	49	952	800.0	1099.0	942	774	1109	Rasahṛdayatantra
SA_GSP30_bhairstu	anchor	1	865	800.0	1099.0	942	767	1112	Bhairavastava
SA_GSP31_bhgank_u	anchor	7	956	800.0	1099.0	943	774	1112	Gaṇakārikā 1
SA_GSP30_abhmal2u	anchor	7	979	800.0	1099.0	943	769	1110	Mālinīślokavārttika: Kāṇḍa 2
SA_T02_Rāghavabhaṭṭa_Śāradātilaka_Woodroffe_1933	inferred	124	1021			944	429	1445	
SA_GSP30_abhtantu	anchor	14	950	800.0	1099.0	944	776	1114	Tantrasāra
SA_GSP30_abhmal1u	anchor	22	985	800.0	1099.0	944	777	1114	Mālinīślokavārttika: Kāṇḍa 1
SA_GS26_sarvmtsu	inferred	10	1052			945	378	1502	Sarvamatasaṃgraha
SA_GSP30_sa_kSemarAja-bhairavAnukaraNastotra	anchor	1	1040	800.0	1099.0	945	765	1117	Bhairavānukaraṇastotra
SA_GSP30_kramstou	anchor	1	1024	800.0	1099.0	945	773	1110	Kramastotra
SA_MB_mahanayaprakasa1HK	inferred	11	1045			945	401	1504	unknown (see catalog record notes): mahānayaprakāśa
SA_MB_mrigendrapaddhatitiikaaHK	inferred	44	1029			946	410	1462	Unknown: mṛgendrapaddhatiṭīkā
SA_GSP30_parypanu	anchor	1	1008	800.0	1099.0	946	764	1116	Paryantapañcāśikā
SA_GR13_kubjt_pu	anchor	62	987	800.0	1099.0	946	780	1110	Kubjikāmatatantra
SA_GSP31_stk	anchor	87	736	900.0	1000.0	946	888	1006	Sāṃkhyatattvakaumudī
SA_GSP30_ksembodhv_u	anchor	1	1080	800.0	1099.0	946	767	1114	Bodhavilāsa
SA_GP10_bhp_01u	anchor	17	584	900.0	1000.0	946	886	1005	Bhāgavata-Purāṇa 1
SA_GS40_vanighpu	anchor	6	602	750.0	1450.0	946	613	1279	Aṣṭāṅganighaṇṭu
SA_GK16_kunvjivu	anchor	56	1010	800.0	1099.0	947	780	1118	Vakroktijīvita
SA_GSP30_bhutisbs_u	anchor	1	1110	900.0	999.0	949	890	1008	Svabodhasiddhi
SA_MB_SAMBANDHASIDDHIHhk	anchor	3	910	925.0	975.0	949	902	998	utpaladeva: sambandhasiddhi
SA_GR12_sasapa	anchor	5	1032	900.0	999.0	950	891	1008	Satyaśāsanaparīkṣā
SA_MB_ratnatrayapariksaHK	anchor	17	1114	900.0	999.0	950	892	1009	śrīkaṇṭha: āṣṭaprakaraṇa ratnatrayaparīkṣā
SA_GSP35_sa_mokSopAya	anchor	515	1026	900.0	1000.0	950	892	1010	Mokṣopāya
SA_GSP27_moksop_u	anchor	404	1000	900.0	1000.0	950	891	1010	Mokṣopāya
SA_GR13_saulahpu	anchor	4	1093	800.0	1099.0	950	778	1117	Saundaryalaharī
SA_GS40_rasadhpu	anchor	12	711	750.0	1450.0	951	620	1290	Rasādhyāya
SA_GSP33_yasasi_u	anchor	19	1233	900.0	1000.0	952	895	1010	Siddhitraya: Part 3: Saṃvitsiddhi
SA_GSP30_pratyabu	anchor	7	1196	800.0	1099.0	956	784	1125	Pratyabhijñāhṛdaya
SA_MB_LaghuYV-combinedHK	inferred	191	1040			956	465	1467	Unknown: laghuyogavāsiṣṭha with commentary vāsiṣṭhacandrikā
SA_MB_tantrarajatantraHK	inferred	214	1042			958	458	1444	Unknown: tantrarājatantra
SA_MB_hayasirsapancaraatramHK	inferred	20	1060			958	422	1477	Unknown: hayaśirṣsapañcarātra
SA_GS40_rasadh_u	anchor	21	740	750.0	1450.0	959	637	1287	Rasādhyāya
SA_GSP30_partrvpu	anchor	26	980	800.0	1099.0	960	821	1125	Parātriṃśikāvivaraṇa
SA_MB_SAAMBAPA_NCAASIKAAhk	inferred	10	1078			961	408	1538	Unknown: sāmbapañcāśikā
SA_GSP33_vivcud_u	anchor	17	1183	800.0	1099.0	961	790	1131	Vivekacūḍāmaṇi
SA_GR13_todaltpu	anchor	8	686	750.0	1450.0	963	611	1300	Toḍalatantra
SA_MB_mrgendraHK	inferred	94	1054			963	460	1461	Unknown: mṛgendrāgama
SA_MB_parasambhumahimnastavaHK	inferred	6	1109			964	361	1568	alias krodhabhaṭṭāraka: paraśambhumahimnastava
SA_GP12_nardp1_u	anchor	262	634	875.0	1100.0	964	838	1097	Nārada-Purāṇa 1 [Nāradīya-Purāṇa 1]
SA_MB_paasupatabrahmopanisatHK	inferred	5	1113			965	328	1572	Unknown: pāśupatabrahmopaniṣat
SA_GP12_nardp2_u	anchor	51	597	875.0	1100.0	965	832	1091	Nārada-Purāṇa 2 [Nāradīya-Purāṇa 2]
SA_T11_jithettu	anchor	4	908	940.0	1000.0	969	921	1016	Hetutattvopadeśa
SA_T11_bsa0555u	anchor	2	801	940.0	1000.0	969	921	1018	Sāmānyadūṣaṇadikprasāritā
SA_T11_n1238u	anchor	2	750	940.0	1000.0	969	920	1017	Jātinirākṛti
SA_T11_jithetuu	anchor	3	1088	940.0	1000.0	970	921	1017	Hetutattvopadeśa
SA_MB_moksasopanaHK	inferred	10	1087			973	405	1523	kāṇḍadvayātītayogī: mokṣasopāna
SA_MB_nadakarikaHK	anchor	2	1051	950.0	1000.0	974	926	1023	rāmakaṇṭha: āṣṭaprakaraṇa nādakārikā
SA_MB_VamakesvarimataHK	inferred	28	1075			974	450	1497	Unknown: vāmakeśvarīmata
SA_MB_vyomavyaapistavaHK	anchor	9	894	950.0	1000.0	974	925	1022	bhaṭṭarāmakaṇṭha: vyomavyāpistava
SA_GR14_yamsr_pu	anchor	2	662	918.0	1038.0	975	905	1048	Stotraratna
SA_MB_SvacchandatantraHK	inferred	240	1062			975	487	1469	Unknown: svacchandatantra
SA_GSP33_yamgaspu	anchor	1	832	916.0	1041.0	976	903	1052	Gītārthasaṅgraha
SA_GV06_keskaupu	anchor	149	408	900.0	1399.0	976	723	1229	Kauśikapaddhati
SA_MB_ParaatrimsikavivaranaHK	inferred	40	1075			977	470	1477	Unknown: parātriṃśikāvivaraṇa
SA_GSP33_yamis_pu	anchor	3	996	917.0	1042.0	978	907	1053	Īśvarasiddhi
SA_MB_netratantra_HK	inferred	77	1071			979	465	1485	Unknown: netratantra
SA_MB_dvisatikaalottaramHK	inferred	17	1079			981	457	1527	Unknown: dviśatikālottara
SA_MB_Paraatrisikaavivrtti_berlinHK	inferred	8	1118			981	409	1551	Unknown: parātriśikāvivṛti
SA_GSP33_yaatsi_u	anchor	59	1335	916.0	1040.0	981	909	1056	Siddhitraya: Part 1: Ātmasiddhi
SA_MB_varunapaddhativyaakhyaanamT0143HK	inferred	13	1097			982	446	1521	Unknown: vāruṇapaddhativyākhyānam
SA_MB_laghustutiHK	inferred	12	1098			985	410	1541	laghubhaṭṭāraka: laghustuti with commentary by rāgavānanda
SA_T04_bsa054_u	anchor	126	741	950.0	1030.0	987	942	1036	Bodhicaryāvatārapañjikā
SA_MB_akulaviiratantramHK	anchor	4	657	900.0	1099.0	988	872	1106	matsyendrānātha: akulavīratantra
SA_GK19_ksbhm10u	anchor	3	740	900.0	1099.0	989	873	1105	Bhāratamañjarī: 10. Gadāparvan
SA_GK19_ksbhm13u	anchor	38	883	900.0	1099.0	991	882	1106	Bhāratamañjarī: 13. Śāntiparvan
SA_GK18_dhandasu	anchor	7	852	900.0	1099.0	991	876	1110	Daśarūpaka
SA_GK19_ksbhm17u	anchor	1	847	900.0	1099.0	992	877	1108	Bhāratamañjarī: 17. Mahāprasthānikaparvan
SA_GK19_kulmukuu	anchor	1	698	900.0	1099.0	992	875	1109	Mukundamālā
SA_GK19_ksbhm19u	anchor	34	953	900.0	1099.0	993	876	1113	Bhāratamañjarī: 19. Harivaṃśa
SA_GK19_ksbhm12u	anchor	2	782	900.0	1099.0	993	876	1111	Bhāratamañjarī: 12. Strīparvan
SA_MB_aagamapraamaanyamHK	anchor	24	945	950.0	1040.0	993	942	1050	yāmunāchāryaswāmin: āgamaprāmāṇya
SA_GK19_ksbhm08u	anchor	5	944	900.0	1099.0	993	880	1107	Bhāratamañjarī: 8. Karṇaparvan
SA_GSP30_vamsbum_u	anchor	1	656	900.0	1099.0	994	876	1106	Svabodhodayamañjārī
SA_GK19_kskala_u	anchor	11	841	900.0	1099.0	994	877	1109	Kalāvilāsa
SA_GR13_bijnighu	anchor	2	696	750.0	1450.0	994	635	1350	Bījanighaṇṭu
SA_GK16_andhvy_u	anchor	26	935	900.0	1099.0	994	877	1113	Dhvanyāloka [Sahṛdayāloka]
SA_GR13_sratrppu	anchor	7	922	900.0	1099.0	994	877	1110	Ratnatrayaparīkṣā
SA_GSP29_udnyku2u	anchor	11	968	900.0	1099.0	994	880	1108	Nyāyakusumāñjali: Stavaka 2
SA_GK19_ksbhm11u	anchor	2	968	900.0	1099.0	994	878	1110	Bhāratamañjarī: 11. Sauptikaparvan
SA_GK19_ksbhm06u	anchor	11	968	900.0	1099.0	994	877	1108	Bhāratamañjarī: 6. Bhīṣmaparvan
SA_GK19_ksbhm14u	anchor	5	989	900.0	1099.0	995	880	1108	Bhāratamañjarī: 14. Āśvamedhikaparvan
SA_GR14_kumukumu	anchor	1	787	900.0	1099.0	995	877	1113	Mukundamālā
SA_GK19_ksbhm09u	anchor	2	842	900.0	1099.0	995	875	1112	Bhāratamañjarī: 9. Śalyaparvan
SA_GK19_ksbhm15u	anchor	2	983	900.0	1099.0	995	880	1112	Bhāratamañjarī: 15. Āśramavāsikaparvan
SA_GSP29_udnyku5u	anchor	14	1032	900.0	1099.0	995	878	1111	Nyāyakusumāñjali: Stavaka 5
SA_GK22_ksdarppu	anchor	12	956	900.0	1099.0	995	882	1108	Darpadalana
SA_GK19_ksbhm07u	anchor	17	971	900.0	1099.0	996	882	1109	Bhāratamañjarī: 7. Droṇaparvan
SA_GSP29_udnyku3u	anchor	12	997	900.0	1099.0	996	882	1113	Nyāyakusumāñjali: Stavaka 3
SA_GK19_ksbhm18u	anchor	1	962	900.0	1099.0	996	880	1111	Bhāratamañjarī: 18. Svargaparvan
SA_GK16_andhvc4u	anchor	15	986	900.0	1099.0	996	880	1109	Dhvanyāloka [Sahṛdayāloka], Uddyota 4
SA_T09_bsu078_u	anchor	83	991	900.0	1099.0	996	884	1110	Bodhisattvāvadānakalpalatā
SA_K10_kbavk93u	anchor	3	1001	900.0	1099.0	996	878	1111	Sumāgadhāvadāna [Sumāgadhāvadānasūtra]
SA_K10_kbavk10u	anchor	1	1089	900.0	1099.0	996	879	1112	Garbhāvakrāntyavadāna
SA_GSP29_udnyku1u	anchor	9	1020	900.0	1099.0	997	883	1114	Nyāyakusumāñjali: Stavaka 1
SA_GSP29_udnyku4u	anchor	4	1064	900.0	1099.0	997	881	1117	Nyāyakusumāñjali: Stavaka 4
SA_GK17_kedvratu	anchor	3	777	950.0	1050.0	997	940	1059	Vṛttaratnākara
SA_GSP29_vyomavati	anchor	24	897	950.0	1050.0	997	937	1058	Vyomavatī
SA_GK16_andhvc3u	anchor	104	1087	900.0	1099.0	998	882	1110	Dhvanyāloka [Sahṛdayāloka], Uddyota 3
SA_MB_maliniijayavartikaHK	anchor	33	952	975.0	1025.0	998	949	1047	abhinavagupta: mālinīvijayavārtika
SA_GK19_padnscpu	anchor	34	884	990.0	1010.0	998	950	1047	Navasāhasāṅkacarita
SA_T11_bsa0554u	anchor	3	855	950.0	1050.0	998	943	1058	Avayavinirākaraṇa
SA_GK17_kvrtrsuu	anchor	17	891	950.0	1050.0	998	938	1055	Vṛttaratnākara
SA_MB_KalasamkarsinitippaniHK	inferred	7	1128			998	415	1571	Unknown: kalasaṃkarṣinīmatatantraṭippaṇī
SA_T06_bsa017_u	anchor	1	895	950.0	1050.0	999	939	1058	Tattvaratnāvaloka [Tattvaratnāloka]
SA_MB_paramarthasaraHK	anchor	25	1022	975.0	1025.0	999	952	1049	abhinavagupta: paramārthasāra
SA_GK19_ksbhm16u	anchor	2	1119	900.0	1099.0	999	876	1114	Bhāratamañjarī: 16. Mausalaparvan
SA_GK16_andhvc1u	anchor	74	1050	900.0	1099.0	999	881	1114	Dhvanyāloka [Sahṛdayāloka], Uddyota 1
SA_GK16_andhvc2u	anchor	59	1089	900.0	1099.0	999	884	1116	Dhvanyāloka [Sahṛdayāloka], Uddyota 2
SA_MB_bodhapancadasikaaHK	anchor	6	1194	975.0	1025.0	999	952	1052	abhinavagupta: bodhapañcadaśikā
SA_T11_bsa0556u	anchor	2	811	970.0	1030.0	999	950	1048	Antarvyāptisamarthana
SA_T11_jnaniva	anchor	126	1000	975.0	1025.0	1000	951	1048	Nibandhāvalī
SA_MB_Tantraloka-15-37-HK	anchor	152	1034	975.0	1025.0	1000	949	1048	abhinavagupta: tantrāloka chapters 15 thru 38
SA_MB_Tantraloka-1-14-HK	anchor	299	1078	975.0	1025.0	1000	951	1048	abhinavagupta: tantrāloka chapters 1 thru 14
SA_MB_tantrasaaraHK	anchor	36	1039	975.0	1025.0	1000	951	1048	abhinavagupta: tantrasāra
SA_MB_bhavachudamaniHK	anchor	6	1064	950.0	1050.0	1000	941	1058	vidyākaṇṭha: bhāvacūḍāmaṇi
SA_MB_paratrimsikavivaranaHK	anchor	43	1115	975.0	1025.0	1000	951	1051	abhinavagupta: parātriśikāvivṛtī
SA_GSP29_nvtp1_1u	anchor	97	1178	900.0	1099.0	1001	887	1118	Nyāyavārttikatātparyapariśuddhi: Adhyāya 1.1
SA_GSP33_yamss_pu	anchor	5	871	967.0	1038.0	1001	952	1050	Saṃvitsiddhi
SA_GSP33_yamsvspu	anchor	5	800	967.0	1038.0	1001	953	1050	Saṃvitsiddhi
